	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
1877	141	It has tags of venice, venedig, venezia, italien, italy, fondadellezattere, chiesadeigesuati, santamariadelrosario, sestieredorsoduro	544	it	Criteria iii	Criteria ii	Criteria vi	0.4233321249485016	0.8608129471540451	Criteria ii	Criteria i	Criteria iv	0.73561233	0.91675335	False	0.2	0.5842579790266911
1878	142	It has tags of Venice, Venice, tour, Italy, Veneto, Europe, Euro	546	it	Criteria iii	Criteria ii	Criteria vi	0.3293156325817108	0.8295786678791046	Criteria ii	Criteria iv	Criteria i	0.46533185	0.83831435	False	0.2	0.752647946722766
1879	143	It has title of Venice, Giudecca, Rio del Ponte Lungo	547	it	Criteria vi	Criteria iii	Criteria iv	0.4070208668708801	0.8139338716864586	Criteria iv	Criteria iii	Criteria ii	0.42894518	0.7094695	False	0.5	0.5641144565958778
1880	144	It has tags of venedig, venice, venezia, italien, italy, italia, giudecca, riodelpontelungo, boot, boat	547	it	Criteria ii	Criteria iii	Criteria iv	0.4155971705913543	0.891955055296421	Criteria ii	Criteria i	Criteria iii	0.32087004	0.7933272	True	0.5	0.874627511760307
1881	145	It has tags of venedig, venice, venezia, italien, italy, italy, giudecca, fondazattere	548	it	Criteria iii	Criteria ii	Criteria vi	0.404384046792984	0.8295324444770813	Criteria ii	Criteria i	Criteria iv	0.7178818	0.90817225	False	0.2	0.6236982982510455
1882	146	It has title of Venice, Giudecca, Il Redentore, high altar	549	it	Criteria iii	Criteria vi	Criteria iv	0.3704212307929992	0.8596324920654297	Criteria i	Criteria ii	Criteria vi	0.68990713	0.864121	False	0.2	0.21900992814279482
1883	147	It has tags of venedig, venice, venezia, italien, italy, italia, giudecca, ilredentore, ochaltar, highaltar	549	it	Criteria iii	Criteria ii	Criteria iv	0.4915853440761566	0.8289063274860382	Criteria ii	Criteria i	Criteria iv	0.60556704	0.86231506	False	0.5	0.5228220797199502
1884	148	It has tags of venedig, venice, venice, italien, italy, italia, lido	550	it	Criteria iii	Criteria ii	Criteria iv	0.427873283624649	0.8167931884527206	Criteria ii	Criteria i	Criteria iv	0.7816887	0.92378896	False	0.5	0.5476176205439327
1885	149	It has tags of cannaregio, italy, italianrepublic, repubblicaitaliana, europe, mediterranean, venice, veneto, venezia, venesia, urban, city, sestieri, venetianrepublic	551	it	Criteria iii	Criteria ii	Criteria iv	0.3834072649478912	0.8725627809762955	Criteria ii	Criteria iv	Criteria vi	0.5023406	0.88322705	False	0.5	0.7626515304956855
1886	150	It has tags of cannaregio, italy, italianrepublic, repubblicaitaliana, europe, mediterranean, venice, veneto, venezia, venesia, urban, city, sestieri, venetianrepublic, riodellamaddalena, canal, watercourse, crook, creek, reflection	552	it	Criteria iii	Criteria ii	Criteria iv	0.4222510457038879	0.8564450293779373	Criteria ii	Criteria iv	Criteria i	0.37263808	0.8661475	False	0.5	0.6579005969486676
1887	151	It has tags of cannaregio, italy, italianrepublic, repubblicaitaliana, europe, mediterranean, venice, veneto, venezia, venesia, urban, city, sestieri, venetianrepublic, lamaddalena, campodellamaddalena, balbo, balbofamily, marymagdalenesfeast, santamariamaddalena, tommasotemanza	553	it	Criteria iii	Criteria ii	Criteria iv	0.4153226613998413	0.8737587928771973	Criteria ii	Criteria iv	Criteria i	0.3835866	0.7606269	False	0.5	0.6676187377886214
1888	152	It has title of Venice, Rio San Trovaso & San Trovaso Church Bell Tower	556	it	Criteria vi	Criteria i	Criteria iii	0.3885132670402527	0.7850672155618668	Criteria i	Criteria vi	Criteria iv	0.515695	0.79082704	False	0.5	0.7450610060964686
1889	153	It has tags of venedig, venice, venezia, italien, italy, italia, sestieredorsoduro, riosantrovaso, chiesasantrovaso, campanile, glockenturm, belltower	556	it	Criteria iii	Criteria ii	Criteria iv	0.5427591800689697	0.8268582224845886	Criteria ii	Criteria i	Criteria iv	0.44159052	0.92688006	False	0.5	0.34375013129943816
1890	154	OUTDOOR LESSONS It may seem paradoxical but the city of Venice has always had considerable difficulties in supplying drinking water	558	it	Criteria i	Criteria iv	Criteria ii	0.1772138178348541	0.5194261819124222	Criteria iv	Criteria i	Criteria ii	0.3965883	0.76835334	False	1.0	0.8560946460574238
1891	155	As the Venetian historian and chronicler Marin Sanudo wrote: Venice is in aqua et non aqua., Because the Serenissima completely lacked fresh water branches, present only on the Lido, where the discovery of wells formed thanks to the accumulation of rainwater filtered by layers of sand was the basis of the construction typology of Venetian wells	558	it	Criteria iv	Criteria iii	Criteria ii	0.2912649810314178	0.7409853041172028	Criteria iv	Criteria ii	Criteria iii	0.43700144	0.9098278	True	1.0	0.9443311781948344
1892	156	The supply of drinking water was vital and the authorities immediately promoted the initiative of private citizens with great energy, especially those of the noble branch, as it was structurally complex and demanding from an economic point of view: the well was built and then it was given to the city, thus also giving prestige to the family The well built in this way was closed with a stone element, called in Venetian slang. closed, over time they became small works of art, an ornament of fields and courtyards	558	it	Criteria iv	Criteria iii	Criteria ii	0.3053124845027923	0.8157115876674652	Criteria iv	Criteria iii	Criteria ii	0.70075643	0.88172936	True	1.0	0.7691569805832246
1893	157	It has tags of venice, pontedellaccademia, canalgrande	573	it	Criteria iii	Criteria ii	Criteria vi	0.4420107305049896	0.757837563753128	Criteria i	Criteria ii	Criteria iv	0.775721	0.90988183	False	0.2	0.2143828933952323
1894	158	It has tags of venice, sanrocco	574	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.43084872	0.84610564	False	0.2	0.5572946621510417
1895	159	It has tags of venice, riodimisericordia, misericordia	577	it	Criteria iii	Criteria ii	Criteria vi	0.4804807007312774	0.762893795967102	Criteria i	Criteria ii	Criteria iii	0.4596157	0.8239308	False	0.5	0.4487577164616999
1896	160	It has tags of venice, madonnadellorto	578	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.5862719	0.8965817	False	0.2	0.4159079636527877
1897	161	It has tags of venedig, venice, venezia, italian, italy, italia, sestierecastello, sotoportego, camposanprovolo, madonnamitdemkind, virginandchild, saintjohn, hljohannes, saintmark, hlmarkus	579	it	Criteria iii	Criteria ii	Criteria iv	0.3834578990936279	0.8363300487399101	Criteria vi	Criteria i	Criteria ii	0.3214236	0.81520534	False	0.2	0.5030244530726312
1898	162	It has title of Rio Madonna dell'Orto, Venice	580	it	Criteria vi	Criteria viii	Criteria vii	0.2162142693996429	0.5711086243391037	Criteria i	Criteria ii	Criteria iv	0.78590524	0.90841067	False	0.0	0.38093513346169866
1899	163	It has tags of venice, riomadonnadellorto	580	it	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria i	Criteria ii	Criteria iv	0.65193087	0.8715798	False	0.2	0.41901268402692177
1900	164	It has title of Plaquet for Tintoretto, Venice	581	it	Criteria iii	Criteria vi	Criteria i	0.2909644842147827	0.657742440700531	Criteria i	Criteria ii	Criteria iv	0.6383965	0.9110131	False	0.2	0.4214233476707025
1901	165	It has tags of venice, tintoretto	581	it	Criteria iii	Criteria ii	Criteria vi	0.4063991010189056	0.7090616673231125	Criteria i	Criteria ii	Criteria vi	0.71632147	0.8724371	False	0.5	0.37451457961155
1902	166	It has title of Groupe excursion in Ghetto, Venice	582	it	Criteria vi	Criteria iii	Criteria iv	0.3338353335857391	0.6943056285381317	Criteria iv	Criteria vi	Criteria ii	0.3012647	0.75635964	False	0.5	0.8530951303528842
1903	167	It has tags of venice, ghetto, ghettovecchio	582	it	Criteria iii	Criteria ii	Criteria vi	0.4420107305049896	0.757837563753128	Criteria iv	Criteria iii	Criteria v	0.50236344	0.8174027	False	0.2	0.6523922492023402
1904	168	San Giorgio dei Greci, Venice Sante Lombardo, Giannantonio Chiona 1539-1573	587	it	Criteria vi	Criteria iii	Criteria i	0.4182334542274475	0.7844535708427429	Criteria i	Criteria ii	Criteria vi	0.804187	0.9165028	False	0.5	0.36145840079103037
1905	169	It has tags of Venice, it, Lombard, Chiona, Castello, Zenith	587	it	Criteria iii	Criteria iv	Criteria vi	0.4297493398189544	0.7387279272079468	Criteria iii	Criteria ii	Criteria iv	0.354677	0.83090174	True	0.5	0.9378015024222166
1906	170	It has title of Venice, Rio di San Giuseppe	593	it	Criteria vi	Criteria iii	Criteria i	0.3754553198814392	0.7411619871854782	Criteria iii	Criteria i	Criteria iv	0.2772967	0.7556541	False	0.5	0.68504243973346
1907	171	It has tags of venedig, venice, venezia, italien, italy, italia, sestierecastello, riodisangiuseppe	593	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria i	Criteria iv	0.6290445	0.8810759	False	0.5	0.5074536731678156
1908	172	It has title of Basilica of Santa Maria della Salute // Venice	594	it	Criteria i	Criteria vi	Criteria iv	0.3900964856147766	0.7993939369916916	Criteria vi	Criteria i	Criteria iv	0.4640776	0.7902712	False	1.0	0.872582756179046
1909	173	It has tags of venezia, venice, santamariadellasalute, basilica, architecture, church, church, architecture, bluehour, night	594	it	Criteria iii	Criteria iv	Criteria ii	0.4971994459629059	0.837346613407135	Criteria i	Criteria ii	Criteria iv	0.49558654	0.8744504	False	0.5	0.30834330983757
1910	174	It has title of Venice, Campo San Zanipolo, Basilica San Zanipolo, high altar	596	it	Criteria vi	Criteria iii	Criteria iv	0.4371485114097595	0.8224059343338013	Criteria i	Criteria vi	Criteria iv	0.5717819	0.842115	False	0.5	0.4853297382446048
1911	175	It has tags of venedig, venice, venezia, italien, italy, italia, sestierecastello, camposanzanipolo, basilicasanzanipolo, highaltar, hochaltar	596	it	Criteria iii	Criteria ii	Criteria iv	0.4988175630569458	0.8311080187559128	Criteria ii	Criteria iv	Criteria i	0.6390833	0.8976753	False	0.5	0.4849657748076203
1912	176	Ponte della Paglia	600	it	Criteria vi	Criteria i	Criteria iii	0.4094193577766418	0.8819549009203911	Criteria i	Criteria vi	Criteria iv	0.76523376	0.90497553	False	0.5	0.7258617017493671
1913	177	It has title of Venice canal	600	it	Criteria iii	Criteria vi	Criteria i	0.2307400554418563	0.6793536692857742	Criteria i	Criteria iv	Criteria ii	0.53961295	0.774953	False	0.2	0.6964642195317289
1914	178	It has tags of venice, italy	600	it	Criteria iii	Criteria ii	Criteria vi	0.3196355700492859	0.6565526276826859	Criteria ii	Criteria i	Criteria iv	0.5593814	0.87324584	False	0.2	0.6064103032949244
1915	179	It has tags of venice, ghetto, restaurant	603	it	Criteria iii	Criteria ii	Criteria iv	0.4918627440929413	0.8321382403373718	Criteria iv	Criteria iii	Criteria ii	0.630761	0.8985062	False	1.0	0.52805052949003
1916	180	It has title of Venice, Dogana del Mar, Salute & Giudecca seen from St Mark's Campanile	604	it	Criteria vi	Criteria iii	Criteria iv	0.494338721036911	0.8180806711316109	Criteria i	Criteria iv	Criteria ii	0.41951162	0.79888034	False	0.2	0.3990889693138891
1917	181	It has tags of venedig, venice, venezia, italien, italy, italia, doganadelmar, giudecca, basilica, santa, maria, della, salute	604	it	Criteria iii	Criteria ii	Criteria iv	0.4075115025043487	0.7715938985347748	Criteria ii	Criteria i	Criteria iv	0.4356767	0.8841006	False	0.5	0.49092811203235
1918	182	It has title of Venice, Piazza San Marco, Caffè Florian	605	it	Criteria vi	Criteria iii	Criteria iv	0.4236369132995605	0.7853430807590485	Criteria iv	Criteria i	Criteria ii	0.36311427	0.86474085	False	0.2	0.48763653878127905
1919	183	It has tags of venedig, venice, venezia, italian, italy, italia, piazzadisanmarco, cafe	605	it	Criteria iii	Criteria ii	Criteria iv	0.3433261215686798	0.8030444979667664	Criteria ii	Criteria iv	Criteria i	0.7174189	0.922194	False	0.5	0.7047961204551644
1920	184	It has title of Venice, Basilica di San Marco & Sestiere Castello seen from St Mark's Campanile	606	it	Criteria vi	Criteria iii	Criteria i	0.3999621272087097	0.7746191024780273	Criteria i	Criteria iv	Criteria ii	0.4687803	0.8255859	False	0.2	0.5482563743280304
1921	185	It has tags of venedig, venice, venezia, italien, italy, italia, piazzadisanmarco	606	it	Criteria iii	Criteria ii	Criteria iv	0.4810148775577545	0.8121713399887085	Criteria ii	Criteria i	Criteria iv	0.6972617	0.90636605	False	0.5	0.45969684144973794
1922	186	It has title of Venice, Piazzetta & Doge's Palace seen from St Mark's Campanile	607	it	Criteria vi	Criteria iii	Criteria iv	0.4529903829097748	0.8088749498128891	Criteria i	Criteria iv	Criteria ii	0.4980293	0.8209786	False	0.2	0.40644399674961085
1923	187	It has tags of venedig, venice, venezia, italien, italy, italia, piazzadisanmarco	607	it	Criteria iii	Criteria ii	Criteria iv	0.4810148775577545	0.8121713399887085	Criteria ii	Criteria i	Criteria iv	0.6972617	0.90636605	False	0.5	0.45969684144973794
1924	188	It has tags of venice, venice, venezia, italy, italy, italia, doge's palace, palazzoducale, dogespalace, courtyard, inner courtyard	608	it	Criteria ii	Criteria iii	Criteria iv	0.4233644008636474	0.8596837818622589	Criteria ii	Criteria iv	Criteria i	0.44054168	0.8163625	True	0.5	0.8980410722184861
1925	189	It has title of Venice, Grand Canal, Basilica of Santa Maria della Salute	609	it	Criteria vi	Criteria i	Criteria iii	0.3991719484329223	0.761701375246048	Criteria i	Criteria iv	Criteria ii	0.6754546	0.83034647	False	0.2	0.4943170872243176
1926	190	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, basilicasantamariadellasalute	609	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria i	Criteria iv	0.59530544	0.9140005	False	0.5	0.4704456053927472
1927	191	It has title of Venice, Grand Canal, Palazzo Dario	610	it	Criteria vi	Criteria iii	Criteria iv	0.3421810269355774	0.768942803144455	Criteria i	Criteria iv	Criteria ii	0.71576047	0.9063847	False	0.2	0.3577787032928578
1928	192	It has tags of venedig, venice, venezia, italien, italy, italy, canalgrande, palazzodario	610	it	Criteria iii	Criteria ii	Criteria vi	0.404384046792984	0.8295324444770813	Criteria ii	Criteria i	Criteria iv	0.58335847	0.91892624	False	0.2	0.595056782468885
1929	193	It has title of Venice, Grand Canal, Palazzo Contarini-Fasan	611	it	Criteria vi	Criteria iii	Criteria iv	0.3643724620342254	0.7778270095586777	Criteria i	Criteria iv	Criteria ii	0.7543984	0.89969695	False	0.2	0.30910291879541296
1930	194	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, palazzocontarinifasan	611	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria i	Criteria iv	0.58572906	0.91668725	False	0.5	0.45978377626709427
1931	195	It has title of Venice, Grand Canal, Palazzo Cavalli-Franchetti	612	it	Criteria vi	Criteria iii	Criteria iv	0.3643724620342254	0.7778270095586777	Criteria i	Criteria ii	Criteria iv	0.8227299	0.9062869	False	0.2	0.2730284417175168
1932	196	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, palazzobarbaroasanvidal	612	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria i	Criteria iv	0.59043056	0.9087326	False	0.5	0.4669560478249538
1933	197	It has title of Venice, Grand Canal, Palazzo Barbaro in San Vidal	613	it	Criteria vi	Criteria iii	Criteria i	0.4326361417770386	0.7489002645015717	Criteria i	Criteria iv	Criteria ii	0.73237836	0.9124455	False	0.2	0.3880269678711725
1934	198	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, palazzobarbaroasanvidal	613	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria i	Criteria iv	0.59043056	0.9087326	False	0.5	0.4669560478249538
1935	199	It has tags of venedig, venice, venezia, italien, italy, italy, canalgrande, carezzonico	616	it	Criteria iii	Criteria ii	Criteria vi	0.404384046792984	0.8295324444770813	Criteria ii	Criteria i	Criteria iv	0.75140923	0.9259941	False	0.2	0.6207853475495163
1936	200	It has title of Venice, Grand Canal, Palazzo Sagredo	617	it	Criteria vi	Criteria iii	Criteria iv	0.3421810269355774	0.768942803144455	Criteria i	Criteria iv	Criteria ii	0.7947355	0.9110634	False	0.2	0.3155332657172271
1937	201	It has tags of venedig, venice, venezia, italien, italy, italy, canalgrande, palazzosagredo	617	it	Criteria iii	Criteria ii	Criteria vi	0.404384046792984	0.8295324444770813	Criteria ii	Criteria i	Criteria iv	0.6556923	0.92536664	False	0.2	0.605072035585431
1938	202	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande	618	it	Criteria iii	Criteria ii	Criteria iv	0.4810148775577545	0.8121713399887085	Criteria ii	Criteria i	Criteria iv	0.704502	0.91589236	False	0.5	0.44297436687905006
1939	203	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, caloredan	619	it	Criteria iii	Criteria ii	Criteria iv	0.481588214635849	0.8197630196809769	Criteria ii	Criteria iv	Criteria i	0.71544135	0.90827364	False	0.5	0.46604642400582014
1940	204	It has title of Venice, Grand Canal, Palazzo Garzoni	620	it	Criteria vi	Criteria iii	Criteria iv	0.3421810269355774	0.768942803144455	Criteria i	Criteria iv	Criteria ii	0.7945645	0.9107602	False	0.2	0.3148986750297383
1941	205	It has tags of venedig, venice, venezia, italien, italy, italy, canalgrande, palazzogarsoni	620	it	Criteria iii	Criteria ii	Criteria vi	0.404384046792984	0.8295324444770813	Criteria ii	Criteria i	Criteria iv	0.61252177	0.91938657	False	0.2	0.6092069914722951
1942	206	It has tags of venedig, venice, venezia, italien, italy, italia, canalgrande, gondel, gondal	621	it	Criteria iii	Criteria ii	Criteria iv	0.485527366399765	0.8255295678973198	Criteria ii	Criteria i	Criteria iv	0.62904143	0.91171163	False	0.5	0.47787229498067196
1943	207	It has title of Venice, dawn on the island of San Giorgio	622	it	Criteria vi	Criteria i	Criteria iii	0.5650678277015686	0.8094167709350586	Criteria vi	Criteria iii	Criteria iv	0.59927934	0.8135932	True	0.5	0.9923278233949856
1944	208	It has title of Venice, Italy	625	it	Criteria vi	Criteria iii	Criteria i	0.3206234872341156	0.7001536786556244	Criteria ii	Criteria iii	Criteria iv	0.403988	0.8595283	False	0.2	0.5974375176359427
1945	209	It has tags of canal, grande, italy, venezia, venice, venedig, velence, city, river	625	it	Criteria ii	Criteria iv	Criteria iii	0.3886231482028961	0.8902803063392639	Criteria iv	Criteria ii	Criteria i	0.41884348	0.8815877	False	0.5	0.8362786911298487
1946	210	It has tags of canon, bw, venice, venezia, italy, italy, street	637	it	Criteria ii	Criteria iii	Criteria iv	0.3984993100166321	0.8363559693098068	Criteria ii	Criteria iv	Criteria i	0.46064708	0.8076191	True	0.5	0.8817176634266254
1947	211	I'll sing to you so you don't cry A song on goodbye night	638	it	Criteria vi	Criteria iii	Criteria ii	0.5504842400550842	0.8753332495689392	Criteria vi	Criteria i	Criteria vii	0.24585849	0.5756278	True	0.2	0.7065121571629916
1948	212	It has title of Venice - Fondamenta Alberti	638	it	Criteria vi	Criteria iii	Criteria iv	0.326592743396759	0.7015452682971954	Criteria i	Criteria ii	Criteria iv	0.27234307	0.65249825	False	0.2	0.7341511250977691
1949	213	It has tags of venice, riodesanbarnaba, vinci, evening, callepedrocchidorsoduro, leica, leicaxtyp, museoleonardodavinci, callepedrocchidoesoduro, fondamentaalberti	638	it	Criteria iii	Criteria vi	Criteria ii	0.4404782652854919	0.8421738743782043	Criteria i	Criteria ii	Criteria iii	0.3720098	0.7856499	False	0.5	0.5315639433380597
1950	214	It has tags of travel, venice, gondola, iphone	657	it	Criteria iii	Criteria vi	Criteria ii	0.4209133982658386	0.8868552446365356	Criteria i	Criteria iv	Criteria ii	0.37212253	0.8255807	False	0.2	0.3546287510112233
1951	215	It has tags of Europe, Italy, Venice, Grand Canal, Pontedellaccademia, Venice, Venice, Italy, Italian night and night	660	it	Criteria ii	Criteria vi	Criteria iii	0.4807893633842468	0.8945387005805969	Criteria ii	Criteria i	Criteria vi	0.2848109	0.7351548	True	0.5	0.8175298221195014
1952	216	It has tags of veneti, itali, venice	663	it	Criteria iii	Criteria iv	Criteria ii	0.4734280407428741	0.7446112707257271	Criteria ii	Criteria iv	Criteria i	0.4062871	0.75677395	False	0.5	0.5083003669623836
1953	217	It has tags of veneti, itali, venice	664	it	Criteria iii	Criteria iv	Criteria ii	0.4734280407428741	0.7446112707257271	Criteria ii	Criteria iv	Criteria i	0.4062871	0.75677395	False	0.5	0.5083003669623836
1954	218	It has tags of veneti, itali, venice	665	it	Criteria iii	Criteria iv	Criteria ii	0.4734280407428741	0.7446112707257271	Criteria ii	Criteria iv	Criteria i	0.4062871	0.75677395	False	0.5	0.5083003669623836
1955	219	It has tags of veneti, itali, venice	666	it	Criteria iii	Criteria iv	Criteria ii	0.4734280407428741	0.7446112707257271	Criteria ii	Criteria iv	Criteria i	0.4062871	0.75677395	False	0.5	0.5083003669623836
1956	220	Doge's Palace, Piazza San Marco	671	it	Criteria vi	Criteria iii	Criteria iv	0.2670542895793915	0.7036381661891937	Criteria i	Criteria vi	Criteria iv	0.5038521	0.8569704	False	0.5	0.7178938719527177
1957	221	It has title of Palazzo Grimani, Venice	678	it	Criteria vi	Criteria iii	Criteria iv	0.302830696105957	0.7413938343524933	Criteria i	Criteria iv	Criteria ii	0.699228	0.84076726	False	0.2	0.4852212738313084
1958	222	It has tags of venice, italy, palazzogrimani, palazzo, grimani, architecture	678	it	Criteria ii	Criteria iii	Criteria vi	0.4037044048309326	0.8583845645189285	Criteria ii	Criteria i	Criteria iv	0.4257294	0.90444964	True	0.2	0.6916693334089757
1959	223	It has tags of Italy, Italy, Venice, Venice	679	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1960	224	It has tags of Italy, Italy, Venice, Venice	680	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1961	225	It has tags of Italy, Italy, Venice, Venice	681	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1962	226	Gondola - More at:	682	it	Criteria iii	Criteria vi	Criteria iv	0.1661761552095413	0.4112340733408928	Criteria iv	Criteria vii	Criteria vi	0.4177096	0.65691805	False	0.5	0.630607871389619
1963	227	It has tags of Italy, Italy, Venice, Venice	682	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1964	228	It has tags of Italy, Italy, Venice, Venice	683	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1965	229	It has tags of Italy, Italy, Venice, Venice	684	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1966	230	It has tags of Italy, Italy, Venice, Venice	685	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1967	231	It has tags of Italy, Italy, Venice, Venice	686	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1968	232	It has tags of Italy, Italy, Venice, Venice	687	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1969	233	It has tags of Italy, Italy, Venice, Venice	688	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1970	234	It has tags of Italy, Italy, Venice, Venice	689	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1971	235	It has tags of Italy, Italy, Venice, Venice	690	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1972	236	It has tags of Italy, Italy, Venice, Venice	691	it	Criteria ii	Criteria iii	Criteria vi	0.5877096056938171	0.8852630406618118	Criteria ii	Criteria i	Criteria iv	0.4214847	0.84465563	True	0.2	0.7949906323152959
1973	237	St. Mark's Square	694	it	Criteria i	Criteria vi	Criteria iv	0.3227216303348541	0.7477260380983353	Criteria vi	Criteria i	Criteria iv	0.48740634	0.8626619	False	1.0	0.8672240777944522
1974	238	It has title of Venice: Giudecca	705	it	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria i	Criteria iii	Criteria vi	0.27346814	0.7051594	False	1.0	0.8992014605775035
1975	239	It has title of Venice: Giudecca	707	it	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria i	Criteria iii	Criteria vi	0.27346814	0.7051594	False	1.0	0.8992014605775035
1976	240	It has title of Venice by night	724	it	Criteria vi	Criteria iii	Criteria i	0.3806319832801819	0.6570951044559479	Criteria i	Criteria vi	Criteria iv	0.26306206	0.66664636	False	0.5	0.7922768350209267
1977	241	It has tags of Venice, Venezianotturna, Maurobrock, Veneto, Italy	724	it	Criteria iii	Criteria ii	Criteria vi	0.4569289088249206	0.7938126027584076	Criteria ii	Criteria iv	Criteria i	0.59545076	0.86376476	False	0.2	0.5433263330455086
1978	242	It has title of 3oci Venice	726	it	Criteria iii	Criteria vi	Criteria i	0.2810899317264557	0.6172817200422287	Criteria i	Criteria ii	Criteria iii	0.5303077	0.79254425	False	0.5	0.5411362443590954
1979	243	It has tags of venice, three, oci, palace, blurred, stained glass window, glass, symbol, sky, cloud	726	it	Criteria iii	Criteria iv	Criteria ii	0.3451216220855713	0.7460023015737534	Criteria i	Criteria ii	Criteria vi	0.53323567	0.8302524	False	0.2	0.44921594624584676
1980	244	It has title of Murano - Minor Basilica of Saints Maria and Donato, an example of lagoon Romanesque	727	it	Criteria i	Criteria iv	Criteria ii	0.4276394844055176	0.8738690614700317	Criteria i	Criteria iv	Criteria ii	0.6598249	0.93789524	True	1.0	0.9076303792393222
1981	245	It has tags of lagoon, water, blue, colors, church, architecture	727	it	Criteria iii	Criteria vii	Criteria iv	0.3602749109268188	0.5921320766210556	Criteria i	Criteria ii	Criteria iv	0.35789776	0.8033287	False	0.2	0.3170068100403562
1982	246	It has title of Trip to Venice	738	it	Criteria iii	Criteria vi	Criteria iv	0.2549891471862793	0.6289649605751038	Criteria ii	Criteria i	Criteria iv	0.34503153	0.7401261	False	0.2	0.6603464841653918
1983	247	It has title of Venice, Palata delle Ceppe	741	it	Criteria vi	Criteria iii	Criteria iv	0.3617691099643707	0.8159035444259644	Criteria iv	Criteria i	Criteria iii	0.3377653	0.82562995	False	0.5	0.5371028030865208
1984	248	"It has title of ""and the robin: in the hedges you can hear its subtle tinkle like gold."" (G."	745	it	Criteria vi	Criteria iii	Criteria iv	0.3014670610427856	0.6722714751958847	Criteria i	Criteria vi	Criteria iii	0.46396157	0.67586607	False	0.5	0.4950988007980404
