	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
3788	4057	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2545	en	Criteria vii	Criteria x	Criteria viii	0.5302949547767639	0.9115234762430192	Criteria vii	Criteria x	Criteria i	0.18762128	0.46372962	True	0.5	0.7574082608505456
3789	4058	The Banksy collection at Moco Museum: come check it out	2545	en	Criteria iii	Criteria iv	Criteria i	0.3487874269485473	0.71322962641716	Criteria vi	Criteria vii	Criteria x	0.2677334	0.5921403	False	0.0	0.5137090300869354
3790	4059	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2545	en	Criteria iv	Criteria ii	Criteria i	0.3414468169212341	0.7566364631056786	Criteria iv	Criteria vi	Criteria ii	0.45578128	0.8747302	True	0.5	0.8989508203245616
3791	4060	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2545	en	Criteria i	Criteria ii	Criteria iv	0.4995588362216949	0.9553462713956832	Criteria i	Criteria iv	Criteria ii	0.6114624	0.9262171	True	1.0	0.9697495139049916
3792	4061	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2545	en	Criteria iv	Criteria iii	Criteria ii	0.4073973894119262	0.8428828418254852	Criteria iv	Criteria ii	Criteria i	0.88639235	0.9573085	True	0.5	0.7848993266030521
3793	4062	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2545	en	Criteria ii	Criteria iv	Criteria vi	0.3924084603786468	0.8393457680940628	Criteria iv	Criteria ii	Criteria iii	0.5121272	0.8758564	False	0.5	0.918000953398073
3794	4063	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2545	en	Criteria vii	Criteria viii	Criteria x	0.8635613322257996	0.9820757880806924	Criteria vii	Criteria i	Criteria x	0.70490825	0.860878	True	0.5	0.9886416947358856
3795	4064	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2545	en	Criteria iv	Criteria i	Criteria vii	0.2758406698703766	0.5777385011315346	Criteria iv	Criteria vii	Criteria i	0.311307	0.7253156	True	1.0	0.9114695019153116
3796	4065	The Moco Museum is a private initiative of Lionel and Kim Logchies	2545	en	Criteria i	Criteria iv	Criteria iii	0.344301164150238	0.7627837061882019	Criteria iii	Criteria i	Criteria iv	0.26934165	0.625152	False	1.0	0.8500359538387019
3797	4066	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2545	en	Criteria i	Criteria ii	Criteria iv	0.4518454670906067	0.9131880775094032	Criteria ii	Criteria vi	Criteria i	0.2958103	0.6843997	False	0.5	0.769364159671309
3798	4067	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2545	en	Criteria iii	Criteria vi	Criteria iv	0.272579550743103	0.6959535479545593	Criteria vi	Criteria i	Criteria iii	0.69265467	0.8076996	False	0.5	0.6704011481131134
3799	4068	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2545	en	Criteria iii	Criteria iv	Criteria vi	0.2585007548332214	0.6875412464141846	Criteria ii	Criteria i	Criteria iv	0.2987285	0.7996636	False	0.2	0.7408605474453744
3800	4070	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2545	en	Criteria iii	Criteria ii	Criteria iv	0.3539555370807647	0.7670930773019791	Criteria ii	Criteria iv	Criteria vi	0.60870934	0.8896906	False	0.5	0.6074469783651072
3801	4071	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2546	en	Criteria iii	Criteria vi	Criteria iv	0.2884182333946228	0.7098099440336227	Criteria vi	Criteria ii	Criteria i	0.31086427	0.674771	False	0.2	0.8819742681879993
3802	4072	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2546	en	Criteria i	Criteria ii	Criteria iv	0.4668598473072052	0.8928698301315308	Criteria ii	Criteria i	Criteria vi	0.45534483	0.8175243	False	0.5	0.9111546776484206
3803	4073	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2546	en	Criteria i	Criteria iii	Criteria iv	0.4742864668369293	0.7868271023035049	Criteria i	Criteria vi	Criteria iv	0.44130677	0.79648995	True	0.5	0.903652471232985
3804	4074	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2546	en	Criteria vii	Criteria i	Criteria vi	0.407531589269638	0.717494286596775	Criteria vi	Criteria iv	Criteria iii	0.40624306	0.71502936	False	0.2	0.4131141170943621
3805	4075	Reflecting Forward expresses endless connections to reveal what the future can look like	2546	en	Criteria ii	Criteria iv	Criteria iii	0.4900774657726288	0.852271668612957	Criteria vi	Criteria ii	Criteria iv	0.67314726	0.8129904	False	0.5	0.25053836160870974
3806	4076	Studio Irma x Moco introduces Connectivism as a new art movement	2546	en	Criteria i	Criteria iv	Criteria ii	0.3657242655754089	0.9598636031150818	Criteria ii	Criteria i	Criteria iv	0.47443068	0.875702	False	1.0	0.8444173157197483
3807	4077	Through compassion and empathy, we arrive at a shared understanding	2546	en	Criteria iii	Criteria ii	Criteria iv	0.2803707122802734	0.647423654794693	Criteria ii	Criteria vi	Criteria iv	0.6930879	0.84801626	False	0.5	0.6358085259863967
3808	4078	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2546	en	Criteria i	Criteria ii	Criteria iv	0.4911392331123352	0.7705576792359352	Criteria i	Criteria ii	Criteria vi	0.40391248	0.7375588	True	0.5	0.9731776806008372
3809	4079	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2546	en	Criteria i	Criteria iii	Criteria iv	0.2582702934741974	0.6740965843200684	Criteria vii	Criteria i	Criteria x	0.53207994	0.781105	False	0.2	0.25953789844454794
3810	4080	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2546	en	Criteria iv	Criteria ii	Criteria iii	0.443782240152359	0.8442355841398239	Criteria vi	Criteria iv	Criteria ii	0.49422485	0.84969425	False	0.5	0.5589059111700353
3811	4081	A mysterious British artist known for his humorous and political street art	2546	en	Criteria ii	Criteria i	Criteria iv	0.2720390856266022	0.7183151096105576	Criteria vi	Criteria iii	Criteria vii	0.6262461	0.7720661	False	0.0	0.33920910537804194
3812	4082	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2546	en	Criteria ii	Criteria iv	Criteria i	0.4452677369117737	0.9178757518529892	Criteria i	Criteria ii	Criteria iv	0.51889175	0.8916805	False	1.0	0.7908220761753086
3813	4083	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2546	en	Criteria i	Criteria iv	Criteria ii	0.8493646383285522	0.9219796285033226	Criteria i	Criteria ii	Criteria vi	0.80762035	0.9015018	True	0.5	0.9991836363473446
3814	4084	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2546	en	Criteria i	Criteria iv	Criteria iii	0.2541370987892151	0.5755358934402466	Criteria i	Criteria vii	Criteria vi	0.2777461	0.6094521	True	0.2	0.8392635851776055
3815	4085	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2546	en	Criteria vii	Criteria x	Criteria viii	0.5302949547767639	0.9115234762430192	Criteria vii	Criteria x	Criteria i	0.18762128	0.46372962	True	0.5	0.7574082608505456
3816	4086	The Banksy collection at Moco Museum: come check it out	2546	en	Criteria iii	Criteria iv	Criteria i	0.3487874269485473	0.71322962641716	Criteria vi	Criteria vii	Criteria x	0.2677334	0.5921403	False	0.0	0.5137090300869354
3817	4087	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2546	en	Criteria iv	Criteria ii	Criteria i	0.3414468169212341	0.7566364631056786	Criteria iv	Criteria vi	Criteria ii	0.45578128	0.8747302	True	0.5	0.8989508203245616
3818	4088	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2546	en	Criteria i	Criteria ii	Criteria iv	0.4995588362216949	0.9553462713956832	Criteria i	Criteria iv	Criteria ii	0.6114624	0.9262171	True	1.0	0.9697495139049916
3819	4089	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2546	en	Criteria iv	Criteria iii	Criteria ii	0.4073973894119262	0.8428828418254852	Criteria iv	Criteria ii	Criteria i	0.88639235	0.9573085	True	0.5	0.7848993266030521
3820	4090	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2546	en	Criteria ii	Criteria iv	Criteria vi	0.3924084603786468	0.8393457680940628	Criteria iv	Criteria ii	Criteria iii	0.5121272	0.8758564	False	0.5	0.918000953398073
3821	4091	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2546	en	Criteria vii	Criteria viii	Criteria x	0.8635613322257996	0.9820757880806924	Criteria vii	Criteria i	Criteria x	0.70490825	0.860878	True	0.5	0.9886416947358856
3822	4092	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2546	en	Criteria iv	Criteria i	Criteria vii	0.2758406698703766	0.5777385011315346	Criteria iv	Criteria vii	Criteria i	0.311307	0.7253156	True	1.0	0.9114695019153116
3823	4093	The Moco Museum is a private initiative of Lionel and Kim Logchies	2546	en	Criteria i	Criteria iv	Criteria iii	0.344301164150238	0.7627837061882019	Criteria iii	Criteria i	Criteria iv	0.26934165	0.625152	False	1.0	0.8500359538387019
3824	4094	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2546	en	Criteria i	Criteria ii	Criteria iv	0.4518454670906067	0.9131880775094032	Criteria ii	Criteria vi	Criteria i	0.2958103	0.6843997	False	0.5	0.769364159671309
3825	4095	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2546	en	Criteria iii	Criteria vi	Criteria iv	0.272579550743103	0.6959535479545593	Criteria vi	Criteria i	Criteria iii	0.69265467	0.8076996	False	0.5	0.6704011481131134
3826	4096	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2546	en	Criteria iii	Criteria iv	Criteria vi	0.2585007548332214	0.6875412464141846	Criteria ii	Criteria i	Criteria iv	0.2987285	0.7996636	False	0.2	0.7408605474453744
3827	4098	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2546	en	Criteria iii	Criteria ii	Criteria iv	0.3539555370807647	0.7670930773019791	Criteria ii	Criteria iv	Criteria vi	0.60870934	0.8896906	False	0.5	0.6074469783651072
3828	4099	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2547	en	Criteria iii	Criteria vi	Criteria iv	0.2884182333946228	0.7098099440336227	Criteria vi	Criteria ii	Criteria i	0.31086427	0.674771	False	0.2	0.8819742681879993
3829	4100	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2547	en	Criteria i	Criteria ii	Criteria iv	0.4668598473072052	0.8928698301315308	Criteria ii	Criteria i	Criteria vi	0.45534483	0.8175243	False	0.5	0.9111546776484206
3830	4101	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2547	en	Criteria i	Criteria iii	Criteria iv	0.4742864668369293	0.7868271023035049	Criteria i	Criteria vi	Criteria iv	0.44130677	0.79648995	True	0.5	0.903652471232985
3831	4102	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2547	en	Criteria vii	Criteria i	Criteria vi	0.407531589269638	0.717494286596775	Criteria vi	Criteria iv	Criteria iii	0.40624306	0.71502936	False	0.2	0.4131141170943621
3832	4103	Reflecting Forward expresses endless connections to reveal what the future can look like	2547	en	Criteria ii	Criteria iv	Criteria iii	0.4900774657726288	0.852271668612957	Criteria vi	Criteria ii	Criteria iv	0.67314726	0.8129904	False	0.5	0.25053836160870974
3833	4104	Studio Irma x Moco introduces Connectivism as a new art movement	2547	en	Criteria i	Criteria iv	Criteria ii	0.3657242655754089	0.9598636031150818	Criteria ii	Criteria i	Criteria iv	0.47443068	0.875702	False	1.0	0.8444173157197483
3834	4105	Through compassion and empathy, we arrive at a shared understanding	2547	en	Criteria iii	Criteria ii	Criteria iv	0.2803707122802734	0.647423654794693	Criteria ii	Criteria vi	Criteria iv	0.6930879	0.84801626	False	0.5	0.6358085259863967
3835	4106	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2547	en	Criteria i	Criteria ii	Criteria iv	0.4911392331123352	0.7705576792359352	Criteria i	Criteria ii	Criteria vi	0.40391248	0.7375588	True	0.5	0.9731776806008372
3836	4107	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2547	en	Criteria i	Criteria iii	Criteria iv	0.2582702934741974	0.6740965843200684	Criteria vii	Criteria i	Criteria x	0.53207994	0.781105	False	0.2	0.25953789844454794
3837	4108	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2547	en	Criteria iv	Criteria ii	Criteria iii	0.443782240152359	0.8442355841398239	Criteria vi	Criteria iv	Criteria ii	0.49422485	0.84969425	False	0.5	0.5589059111700353
3838	4109	A mysterious British artist known for his humorous and political street art	2547	en	Criteria ii	Criteria i	Criteria iv	0.2720390856266022	0.7183151096105576	Criteria vi	Criteria iii	Criteria vii	0.6262461	0.7720661	False	0.0	0.33920910537804194
3839	4110	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2547	en	Criteria ii	Criteria iv	Criteria i	0.4452677369117737	0.9178757518529892	Criteria i	Criteria ii	Criteria iv	0.51889175	0.8916805	False	1.0	0.7908220761753086
3840	4111	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2547	en	Criteria i	Criteria iv	Criteria ii	0.8493646383285522	0.9219796285033226	Criteria i	Criteria ii	Criteria vi	0.80762035	0.9015018	True	0.5	0.9991836363473446
3841	4112	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2547	en	Criteria i	Criteria iv	Criteria iii	0.2541370987892151	0.5755358934402466	Criteria i	Criteria vii	Criteria vi	0.2777461	0.6094521	True	0.2	0.8392635851776055
3842	4113	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2547	en	Criteria vii	Criteria x	Criteria viii	0.5302949547767639	0.9115234762430192	Criteria vii	Criteria x	Criteria i	0.18762128	0.46372962	True	0.5	0.7574082608505456
3843	4114	The Banksy collection at Moco Museum: come check it out	2547	en	Criteria iii	Criteria iv	Criteria i	0.3487874269485473	0.71322962641716	Criteria vi	Criteria vii	Criteria x	0.2677334	0.5921403	False	0.0	0.5137090300869354
3844	4115	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2547	en	Criteria iv	Criteria ii	Criteria i	0.3414468169212341	0.7566364631056786	Criteria iv	Criteria vi	Criteria ii	0.45578128	0.8747302	True	0.5	0.8989508203245616
3845	4116	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2547	en	Criteria i	Criteria ii	Criteria iv	0.4995588362216949	0.9553462713956832	Criteria i	Criteria iv	Criteria ii	0.6114624	0.9262171	True	1.0	0.9697495139049916
3846	4117	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2547	en	Criteria iv	Criteria iii	Criteria ii	0.4073973894119262	0.8428828418254852	Criteria iv	Criteria ii	Criteria i	0.88639235	0.9573085	True	0.5	0.7848993266030521
3847	4118	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2547	en	Criteria ii	Criteria iv	Criteria vi	0.3924084603786468	0.8393457680940628	Criteria iv	Criteria ii	Criteria iii	0.5121272	0.8758564	False	0.5	0.918000953398073
3848	4119	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2547	en	Criteria vii	Criteria viii	Criteria x	0.8635613322257996	0.9820757880806924	Criteria vii	Criteria i	Criteria x	0.70490825	0.860878	True	0.5	0.9886416947358856
3849	4120	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2547	en	Criteria iv	Criteria i	Criteria vii	0.2758406698703766	0.5777385011315346	Criteria iv	Criteria vii	Criteria i	0.311307	0.7253156	True	1.0	0.9114695019153116
3850	4121	The Moco Museum is a private initiative of Lionel and Kim Logchies	2547	en	Criteria i	Criteria iv	Criteria iii	0.344301164150238	0.7627837061882019	Criteria iii	Criteria i	Criteria iv	0.26934165	0.625152	False	1.0	0.8500359538387019
3851	4122	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2547	en	Criteria i	Criteria ii	Criteria iv	0.4518454670906067	0.9131880775094032	Criteria ii	Criteria vi	Criteria i	0.2958103	0.6843997	False	0.5	0.769364159671309
3852	4123	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2547	en	Criteria iii	Criteria vi	Criteria iv	0.272579550743103	0.6959535479545593	Criteria vi	Criteria i	Criteria iii	0.69265467	0.8076996	False	0.5	0.6704011481131134
3853	4124	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2547	en	Criteria iii	Criteria iv	Criteria vi	0.2585007548332214	0.6875412464141846	Criteria ii	Criteria i	Criteria iv	0.2987285	0.7996636	False	0.2	0.7408605474453744
3854	4126	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2547	en	Criteria iii	Criteria ii	Criteria iv	0.3539555370807647	0.7670930773019791	Criteria ii	Criteria iv	Criteria vi	0.60870934	0.8896906	False	0.5	0.6074469783651072
3855	4127	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2548	en	Criteria iii	Criteria vi	Criteria iv	0.2884182333946228	0.7098099440336227	Criteria vi	Criteria ii	Criteria i	0.31086427	0.674771	False	0.2	0.8819742681879993
3856	4128	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2548	en	Criteria i	Criteria ii	Criteria iv	0.4668598473072052	0.8928698301315308	Criteria ii	Criteria i	Criteria vi	0.45534483	0.8175243	False	0.5	0.9111546776484206
3857	4129	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2548	en	Criteria i	Criteria iii	Criteria iv	0.4742864668369293	0.7868271023035049	Criteria i	Criteria vi	Criteria iv	0.44130677	0.79648995	True	0.5	0.903652471232985
3858	4130	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2548	en	Criteria vii	Criteria i	Criteria vi	0.407531589269638	0.717494286596775	Criteria vi	Criteria iv	Criteria iii	0.40624306	0.71502936	False	0.2	0.4131141170943621
3859	4131	Reflecting Forward expresses endless connections to reveal what the future can look like	2548	en	Criteria ii	Criteria iv	Criteria iii	0.4900774657726288	0.852271668612957	Criteria vi	Criteria ii	Criteria iv	0.67314726	0.8129904	False	0.5	0.25053836160870974
3860	4132	Studio Irma x Moco introduces Connectivism as a new art movement	2548	en	Criteria i	Criteria iv	Criteria ii	0.3657242655754089	0.9598636031150818	Criteria ii	Criteria i	Criteria iv	0.47443068	0.875702	False	1.0	0.8444173157197483
3861	4133	Through compassion and empathy, we arrive at a shared understanding	2548	en	Criteria iii	Criteria ii	Criteria iv	0.2803707122802734	0.647423654794693	Criteria ii	Criteria vi	Criteria iv	0.6930879	0.84801626	False	0.5	0.6358085259863967
3862	4134	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2548	en	Criteria i	Criteria ii	Criteria iv	0.4911392331123352	0.7705576792359352	Criteria i	Criteria ii	Criteria vi	0.40391248	0.7375588	True	0.5	0.9731776806008372
3863	4135	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2548	en	Criteria i	Criteria iii	Criteria iv	0.2582702934741974	0.6740965843200684	Criteria vii	Criteria i	Criteria x	0.53207994	0.781105	False	0.2	0.25953789844454794
3864	4136	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2548	en	Criteria iv	Criteria ii	Criteria iii	0.443782240152359	0.8442355841398239	Criteria vi	Criteria iv	Criteria ii	0.49422485	0.84969425	False	0.5	0.5589059111700353
3865	4137	A mysterious British artist known for his humorous and political street art	2548	en	Criteria ii	Criteria i	Criteria iv	0.2720390856266022	0.7183151096105576	Criteria vi	Criteria iii	Criteria vii	0.6262461	0.7720661	False	0.0	0.33920910537804194
3866	4138	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2548	en	Criteria ii	Criteria iv	Criteria i	0.4452677369117737	0.9178757518529892	Criteria i	Criteria ii	Criteria iv	0.51889175	0.8916805	False	1.0	0.7908220761753086
3867	4139	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2548	en	Criteria i	Criteria iv	Criteria ii	0.8493646383285522	0.9219796285033226	Criteria i	Criteria ii	Criteria vi	0.80762035	0.9015018	True	0.5	0.9991836363473446
3868	4140	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2548	en	Criteria i	Criteria iv	Criteria iii	0.2541370987892151	0.5755358934402466	Criteria i	Criteria vii	Criteria vi	0.2777461	0.6094521	True	0.2	0.8392635851776055
3869	4141	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2548	en	Criteria vii	Criteria x	Criteria viii	0.5302949547767639	0.9115234762430192	Criteria vii	Criteria x	Criteria i	0.18762128	0.46372962	True	0.5	0.7574082608505456
3870	4142	The Banksy collection at Moco Museum: come check it out	2548	en	Criteria iii	Criteria iv	Criteria i	0.3487874269485473	0.71322962641716	Criteria vi	Criteria vii	Criteria x	0.2677334	0.5921403	False	0.0	0.5137090300869354
3871	4143	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2548	en	Criteria iv	Criteria ii	Criteria i	0.3414468169212341	0.7566364631056786	Criteria iv	Criteria vi	Criteria ii	0.45578128	0.8747302	True	0.5	0.8989508203245616
3872	4144	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2548	en	Criteria i	Criteria ii	Criteria iv	0.4995588362216949	0.9553462713956832	Criteria i	Criteria iv	Criteria ii	0.6114624	0.9262171	True	1.0	0.9697495139049916
3873	4145	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2548	en	Criteria iv	Criteria iii	Criteria ii	0.4073973894119262	0.8428828418254852	Criteria iv	Criteria ii	Criteria i	0.88639235	0.9573085	True	0.5	0.7848993266030521
3874	4146	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2548	en	Criteria ii	Criteria iv	Criteria vi	0.3924084603786468	0.8393457680940628	Criteria iv	Criteria ii	Criteria iii	0.5121272	0.8758564	False	0.5	0.918000953398073
3875	4147	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2548	en	Criteria vii	Criteria viii	Criteria x	0.8635613322257996	0.9820757880806924	Criteria vii	Criteria i	Criteria x	0.70490825	0.860878	True	0.5	0.9886416947358856
3876	4148	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2548	en	Criteria iv	Criteria i	Criteria vii	0.2758406698703766	0.5777385011315346	Criteria iv	Criteria vii	Criteria i	0.311307	0.7253156	True	1.0	0.9114695019153116
3877	4149	The Moco Museum is a private initiative of Lionel and Kim Logchies	2548	en	Criteria i	Criteria iv	Criteria iii	0.344301164150238	0.7627837061882019	Criteria iii	Criteria i	Criteria iv	0.26934165	0.625152	False	1.0	0.8500359538387019
3878	4150	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2548	en	Criteria i	Criteria ii	Criteria iv	0.4518454670906067	0.9131880775094032	Criteria ii	Criteria vi	Criteria i	0.2958103	0.6843997	False	0.5	0.769364159671309
3879	4151	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2548	en	Criteria iii	Criteria vi	Criteria iv	0.272579550743103	0.6959535479545593	Criteria vi	Criteria i	Criteria iii	0.69265467	0.8076996	False	0.5	0.6704011481131134
3880	4152	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2548	en	Criteria iii	Criteria iv	Criteria vi	0.2585007548332214	0.6875412464141846	Criteria ii	Criteria i	Criteria iv	0.2987285	0.7996636	False	0.2	0.7408605474453744
3881	4154	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2548	en	Criteria iii	Criteria ii	Criteria iv	0.3539555370807647	0.7670930773019791	Criteria ii	Criteria iv	Criteria vi	0.60870934	0.8896906	False	0.5	0.6074469783651072
3882	4155	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2549	en	Criteria iii	Criteria vi	Criteria iv	0.2884182333946228	0.7098099440336227	Criteria vi	Criteria ii	Criteria i	0.31086427	0.674771	False	0.2	0.8819742681879993
3883	4156	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2549	en	Criteria i	Criteria ii	Criteria iv	0.4668598473072052	0.8928698301315308	Criteria ii	Criteria i	Criteria vi	0.45534483	0.8175243	False	0.5	0.9111546776484206
3884	4157	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2549	en	Criteria i	Criteria iii	Criteria iv	0.4742864668369293	0.7868271023035049	Criteria i	Criteria vi	Criteria iv	0.44130677	0.79648995	True	0.5	0.903652471232985
3885	4158	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2549	en	Criteria vii	Criteria i	Criteria vi	0.407531589269638	0.717494286596775	Criteria vi	Criteria iv	Criteria iii	0.40624306	0.71502936	False	0.2	0.4131141170943621
3886	4159	Reflecting Forward expresses endless connections to reveal what the future can look like	2549	en	Criteria ii	Criteria iv	Criteria iii	0.4900774657726288	0.852271668612957	Criteria vi	Criteria ii	Criteria iv	0.67314726	0.8129904	False	0.5	0.25053836160870974
