	index	sentence	origin	lang
3375	3634	Through compassion and empathy, we arrive at a shared understanding	2530	en
3376	3635	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2530	en
3377	3636	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2530	en
3378	3637	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2530	en
3379	3638	A mysterious British artist known for his humorous and political street art	2530	en
3380	3639	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2530	en
3381	3640	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2530	en
3382	3641	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2530	en
3383	3642	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2530	en
3384	3643	The Banksy collection at Moco Museum: come check it out	2530	en
3385	3644	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2530	en
3386	3645	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2530	en
3387	3646	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2530	en
3388	3647	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2530	en
3389	3648	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2530	en
3390	3649	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2530	en
3391	3650	The Moco Museum is a private initiative of Lionel and Kim Logchies	2530	en
3392	3651	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2530	en
3393	3652	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2530	en
3394	3653	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2530	en
3395	3655	It has tags of amsterdam, citytrip, e, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, mykiri, netherlands, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2530	en
3396	3656	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2531	en
3397	3657	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2531	en
3398	3658	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2531	en
3399	3659	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2531	en
3400	3660	Reflecting Forward expresses endless connections to reveal what the future can look like	2531	en
3401	3661	Studio Irma x Moco introduces Connectivism as a new art movement	2531	en
3402	3662	Through compassion and empathy, we arrive at a shared understanding	2531	en
3403	3663	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2531	en
3404	3664	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2531	en
3405	3665	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2531	en
3406	3666	A mysterious British artist known for his humorous and political street art	2531	en
3407	3667	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2531	en
3408	3668	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2531	en
3409	3669	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2531	en
3410	3670	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2531	en
3411	3671	The Banksy collection at Moco Museum: come check it out	2531	en
3412	3672	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2531	en
3413	3673	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2531	en
3414	3674	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2531	en
3415	3675	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2531	en
3416	3676	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2531	en
3417	3677	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2531	en
3418	3678	The Moco Museum is a private initiative of Lionel and Kim Logchies	2531	en
3419	3679	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2531	en
3420	3680	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2531	en
3421	3681	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2531	en
3422	3683	It has tags of amsterdam, citytrip, e, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, mykiri, netherlands, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2531	en
3423	3684	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2532	en
3424	3685	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2532	en
3425	3686	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2532	en
3426	3687	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2532	en
3427	3688	Reflecting Forward expresses endless connections to reveal what the future can look like	2532	en
3428	3689	Studio Irma x Moco introduces Connectivism as a new art movement	2532	en
3429	3690	Through compassion and empathy, we arrive at a shared understanding	2532	en
3430	3691	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2532	en
3431	3692	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2532	en
3432	3693	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2532	en
3433	3694	A mysterious British artist known for his humorous and political street art	2532	en
3434	3695	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2532	en
3435	3696	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2532	en
3436	3697	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2532	en
3437	3698	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2532	en
3438	3699	The Banksy collection at Moco Museum: come check it out	2532	en
3439	3700	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2532	en
3440	3701	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2532	en
3441	3702	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2532	en
3442	3703	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2532	en
3443	3704	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2532	en
3444	3705	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2532	en
3445	3706	The Moco Museum is a private initiative of Lionel and Kim Logchies	2532	en
3446	3707	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2532	en
3447	3708	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2532	en
3448	3709	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2532	en
3449	3710	It has tags of amsterdam, artderue, citytrip, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2532	en
3450	3711	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2533	en
3451	3712	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2533	en
3452	3713	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2533	en
3453	3714	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2533	en
3454	3715	Reflecting Forward expresses endless connections to reveal what the future can look like	2533	en
3455	3716	Studio Irma x Moco introduces Connectivism as a new art movement	2533	en
3456	3717	Through compassion and empathy, we arrive at a shared understanding	2533	en
3457	3718	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2533	en
3458	3719	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2533	en
3459	3720	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2533	en
3460	3721	A mysterious British artist known for his humorous and political street art	2533	en
3461	3722	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2533	en
3462	3723	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2533	en
3463	3724	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2533	en
3464	3725	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2533	en
3465	3726	The Banksy collection at Moco Museum: come check it out	2533	en
3466	3727	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2533	en
3467	3728	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2533	en
3468	3729	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2533	en
3469	3730	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2533	en
3470	3731	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2533	en
3471	3732	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2533	en
3472	3733	The Moco Museum is a private initiative of Lionel and Kim Logchies	2533	en
3473	3734	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2533	en
3474	3735	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2533	en
3475	3736	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2533	en
3476	3737	It has tags of amsterdam, artderue, citytrip, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2533	en
3477	3738	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2534	en
3478	3739	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2534	en
3479	3740	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2534	en
3480	3741	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2534	en
3481	3742	Reflecting Forward expresses endless connections to reveal what the future can look like	2534	en
3482	3743	Studio Irma x Moco introduces Connectivism as a new art movement	2534	en
3483	3744	Through compassion and empathy, we arrive at a shared understanding	2534	en
3484	3745	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2534	en
3485	3746	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2534	en
3486	3747	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2534	en
3487	3748	A mysterious British artist known for his humorous and political street art	2534	en
3488	3749	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2534	en
3489	3750	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2534	en
3490	3751	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2534	en
3491	3752	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2534	en
3492	3753	The Banksy collection at Moco Museum: come check it out	2534	en
3493	3754	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2534	en
3494	3755	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2534	en
3495	3756	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2534	en
3496	3757	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2534	en
3497	3758	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2534	en
3498	3759	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2534	en
3499	3760	The Moco Museum is a private initiative of Lionel and Kim Logchies	2534	en
3500	3761	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2534	en
3501	3762	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2534	en
3502	3763	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2534	en
3503	3764	It has tags of amsterdam, artderue, citytrip, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2534	en
3504	3765	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2535	en
3505	3766	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2535	en
3506	3767	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2535	en
3507	3768	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2535	en
3508	3769	Reflecting Forward expresses endless connections to reveal what the future can look like	2535	en
3509	3770	Studio Irma x Moco introduces Connectivism as a new art movement	2535	en
3510	3771	Through compassion and empathy, we arrive at a shared understanding	2535	en
3511	3772	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2535	en
3512	3773	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2535	en
3513	3774	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2535	en
3514	3775	A mysterious British artist known for his humorous and political street art	2535	en
3515	3776	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2535	en
3516	3777	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2535	en
3517	3778	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2535	en
3518	3779	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2535	en
3519	3780	The Banksy collection at Moco Museum: come check it out	2535	en
3520	3781	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2535	en
3521	3782	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2535	en
3522	3783	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2535	en
3523	3784	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2535	en
3524	3785	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2535	en
3525	3786	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2535	en
3526	3787	The Moco Museum is a private initiative of Lionel and Kim Logchies	2535	en
3527	3788	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2535	en
3528	3789	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2535	en
3529	3790	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2535	en
3530	3792	It has tags of amsterdam, artderue, citytrip, e, focallength, focallengthin, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2535	en
3531	3793	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2536	en
3532	3794	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2536	en
3533	3795	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2536	en
3534	3796	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2536	en
3535	3797	Reflecting Forward expresses endless connections to reveal what the future can look like	2536	en
3536	3798	Studio Irma x Moco introduces Connectivism as a new art movement	2536	en
3537	3799	Through compassion and empathy, we arrive at a shared understanding	2536	en
3538	3800	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2536	en
3539	3801	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2536	en
3540	3802	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2536	en
3541	3803	A mysterious British artist known for his humorous and political street art	2536	en
3542	3804	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2536	en
3543	3805	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2536	en
3544	3806	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2536	en
3545	3807	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2536	en
3546	3808	The Banksy collection at Moco Museum: come check it out	2536	en
3547	3809	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2536	en
3548	3810	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2536	en
3549	3811	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2536	en
3550	3812	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2536	en
3551	3813	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2536	en
3552	3814	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2536	en
3553	3815	The Moco Museum is a private initiative of Lionel and Kim Logchies	2536	en
3554	3816	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2536	en
3555	3817	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2536	en
3556	3818	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2536	en
3557	3819	It has tags of amsterdam, artderue, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2536	en
3558	3820	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2537	en
3559	3821	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2537	en
3560	3822	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2537	en
3561	3823	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2537	en
3562	3824	Reflecting Forward expresses endless connections to reveal what the future can look like	2537	en
3563	3825	Studio Irma x Moco introduces Connectivism as a new art movement	2537	en
3564	3826	Through compassion and empathy, we arrive at a shared understanding	2537	en
3565	3827	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2537	en
3566	3828	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2537	en
3567	3829	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2537	en
3568	3830	A mysterious British artist known for his humorous and political street art	2537	en
3569	3831	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2537	en
3570	3832	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2537	en
3571	3833	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2537	en
3572	3834	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2537	en
3573	3835	The Banksy collection at Moco Museum: come check it out	2537	en
3574	3836	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2537	en
3575	3837	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2537	en
3576	3838	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2537	en
3577	3839	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2537	en
3578	3840	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2537	en
3579	3841	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2537	en
3580	3842	The Moco Museum is a private initiative of Lionel and Kim Logchies	2537	en
3581	3843	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2537	en
3582	3844	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2537	en
3583	3845	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2537	en
3584	3847	It has tags of amsterdam, citytrip, color, colorful, couleur, e, female, femme, focallength, focallengthin, girls, highiso, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, mykiri, netherlands, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2537	en
3585	3848	City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2538	en
3586	3849	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2538	en
3587	3850	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2538	en
3588	3851	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2538	en
3589	3852	Reflecting Forward expresses endless connections to reveal what the future can look like	2538	en
3590	3853	Studio Irma x Moco introduces Connectivism as a new art movement	2538	en
3591	3854	Through compassion and empathy, we arrive at a shared understanding	2538	en
3592	3855	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2538	en
3593	3856	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2538	en
3594	3857	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2538	en
3595	3858	A mysterious British artist known for his humorous and political street art	2538	en
3596	3859	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2538	en
3597	3860	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2538	en
3598	3861	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2538	en
3599	3862	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2538	en
3600	3863	The Banksy collection at Moco Museum: come check it out	2538	en
3601	3864	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2538	en
3602	3865	The building was designed in 1904 by Eduard Cuypers, nephew of the renowned Pierre Cuypers who designed Amsterdam's Central Station and the Rijksmuseum, which is at the opposite end of the square	2538	en
3603	3866	This privately-owned residence was one of the first family homes built along Museumplein and retained this function until 1939	2538	en
3604	3867	Subsequently, the house was let to priests who taught at the Saint Nicolas School in Amsterdam, and later it was converted into an office for a law firm	2538	en
3605	3868	No effort is spared to ensure that this breathtaking mansion makes an impact on visitors, adding an extra layer to the Moco experience	2538	en
3606	3869	There is one small drawback, though: charming as the building is, its compact size does mean it can feel crowded during peak hours	2538	en
3607	3870	The Moco Museum is a private initiative of Lionel and Kim Logchies	2538	en
3608	3871	The exhibited works of art are on loan from their carefully cultivated international network of art collectors	2538	en
3609	3872	Part of the proceeds from the museum will be donated to charities that are close to the hearts of the initiators	2538	en
3610	3873	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2538	en
3611	3875	It has tags of amsterdam, citytrip, color, colorful, couleur, e, female, femme, focallength, focallengthin, girls, highiso, holiday, hollande, ilce, iso, mocomuseum, musee, musees, museum, museums, mykiri, netherlands, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2538	en
3612	3876	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Moco Museum   We Are Moco  The Moco Museum focuses on proven artists with a unique vision	2539	en
3613	3877	The Moco Museum in Amsterdam is a boutique museum with a wide range of inspiring modern and contemporary art	2539	en
3614	3878	With artists like Banksy, Jean-Michel Basquiat, JR, KAWS, Keith Haring, Jeff Koons, Yayoi Kusama, Andy Warhol, and more, we offer visitors an unparalleled collection of subversive art in which irony and humor are used to reflect on modern society	2539	en
3615	3879	A one-of-a-kind experience aimed at a wide audience, a visit to Moco is a true eye-opener	2539	en
3616	3880	Reflecting Forward expresses endless connections to reveal what the future can look like	2539	en
3617	3881	Studio Irma x Moco introduces Connectivism as a new art movement	2539	en
3618	3882	Through compassion and empathy, we arrive at a shared understanding	2539	en
3619	3883	So, in our collective choice to experience this digital immersive art exhibition, we are Reflecting Forward in search of Connectivism	2539	en
3620	3884	Brightly colored lights, movement, and music drive you through these interactive, digital spaces: Diamond Matrix, Kaleidoscope, We All Live in Bubbles, Connect the Dots	2539	en
3621	3885	Connectivism stresses that internet technologies like web browsers, search engines, and social media contribute to new ways of understanding and learning in our digital age	2539	en
3622	3886	A mysterious British artist known for his humorous and political street art	2539	en
3623	3887	The Banksy exhibition at Moco contains several of his infamous street pieces, as well a large number of his indoor works, including work on canvas	2539	en
3624	3888	One of these is his giant 'Beanfield' painting, a beautiful piece that is displayed on the ground floor	2539	en
3625	3889	An impossible-to-miss eye-catcher as you enter the Banksy exhibition	2539	en
3626	3890	Other highlights include 'Girl with Balloon', 'Laugh Now' and 'Keep It Real'	2539	en
3627	3891	The Banksy collection at Moco Museum: come check it out	2539	en
3628	3892	The Modern Contemporary (Moco) Museum has made its home in Villa Alsberg, a townhouse overlooking Museumplein in the heart of Amsterdam	2539	en
