	index	sentence	origin	lang	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3
517	6	It has title of City God Temple	175	it	0.14151665568351746	0.06218500807881355	0.2949628233909607	0.1512865126132965	0.007944324053823948	0.32225868105888367	0.007934598252177238	0.005325171630829573	0.0024550913367420435	0.003967757802456617	0.00016345709445886314	0.32225868105888367	Criteria vi	0.2949628233909607	Criteria iii	0.1512865126132965	Criteria iv	0.32225868105888367	0.7685080170631409
518	7	It has title of Quyuan	177	it	0.1260422021150589	0.06004936620593071	0.2930352985858917	0.14053753018379211	0.012537396512925625	0.18615184724330902	0.0634211078286171	0.05956332013010979	0.022375265136361122	0.035623885691165924	0.0006626943941228092	0.2930352985858917	Criteria iii	0.18615184724330902	Criteria vi	0.14053753018379211	Criteria iv	0.2930352985858917	0.6197246760129929
519	8	It has title of Tianxiang Xiaozhu	186	it	0.11500856280326843	0.06192104145884514	0.29388824105262756	0.13270850479602814	0.015493453480303288	0.23745481669902802	0.04829665273427963	0.04298419877886772	0.018292957916855812	0.03292294591665268	0.001028676750138402	0.29388824105262756	Criteria iii	0.23745481669902802	Criteria vi	0.13270850479602814	Criteria iv	0.29388824105262756	0.6640515625476837
520	9	It has title of Dongshengli	193	it	0.1260422021150589	0.06004936620593071	0.2930352985858917	0.14053753018379211	0.012537396512925625	0.18615184724330902	0.0634211078286171	0.05956332013010979	0.022375265136361122	0.035623885691165924	0.0006626943941228092	0.2930352985858917	Criteria iii	0.18615184724330902	Criteria vi	0.14053753018379211	Criteria iv	0.2930352985858917	0.6197246760129929
521	10	It has title of Kunqu Opera Museum	199	it	0.2638910412788391	0.13033604621887207	0.12601011991500854	0.14249926805496216	0.003997862339019775	0.32472652196884155	0.002775008324533701	0.0029042798560112715	0.0008776997565291822	0.00176332239061594	0.00021885127353016287	0.32472652196884155	Criteria vi	0.2638910412788391	Criteria i	0.14249926805496216	Criteria iv	0.32472652196884155	0.7311168313026428
522	11	It has title of Jiachen Lane Brick Tower	214	it	0.2253400683403015	0.13620610535144806	0.24609826505184174	0.3059118390083313	0.010344778187572956	0.0705808475613594	0.0013234763173386455	0.0016403459012508392	0.001287260907702148	0.0012343886774033308	3.270179149694741e-05	0.3059118390083313	Criteria iv	0.24609826505184174	Criteria iii	0.2253400683403015	Criteria i	0.3059118390083313	0.7773501724004745
523	12	It has title of twin towers	217	it	0.15594647824764252	0.05028555914759636	0.1936948597431183	0.13320302963256836	0.013015142641961575	0.109367236495018	0.12473075091838837	0.1257631480693817	0.042878150939941406	0.05052924528717995	0.0005864619743078947	0.1936948597431183	Criteria iii	0.15594647824764252	Criteria i	0.13320302963256836	Criteria iv	0.1936948597431183	0.48284436762332916
524	13	It has title of Coupling Garden	237	it	0.17636989057064056	0.11942875385284424	0.24319012463092804	0.19694340229034424	0.01506764441728592	0.18691593408584595	0.01948833279311657	0.013604847714304924	0.0109334047883749	0.017879538238048553	0.00017806986579671502	0.24319012463092804	Criteria iii	0.19694340229034424	Criteria iv	0.18691593408584595	Criteria vi	0.24319012463092804	0.6270494610071182
525	14	It has title of Ride a balance bike at Jinji Lake	349	it	0.06280851364135742	0.0667923092842102	0.08985619992017746	0.0975542664527893	0.04018552601337433	0.0724155530333519	0.1024235337972641	0.14305894076824188	0.18137572705745697	0.14256826043128967	0.0009611731511540711	0.18137572705745697	Criteria ix	0.14305894076824188	Criteria viii	0.14256826043128967	Criteria x	0.18137572705745697	0.4670029282569885
526	15	It has title of Ride a balance bike at Jinji Lake	350	it	0.06280851364135742	0.0667923092842102	0.08985619992017746	0.0975542664527893	0.04018552601337433	0.0724155530333519	0.1024235337972641	0.14305894076824188	0.18137572705745697	0.14256826043128967	0.0009611731511540711	0.18137572705745697	Criteria ix	0.14305894076824188	Criteria viii	0.14256826043128967	Criteria x	0.18137572705745697	0.4670029282569885
527	16	It has title of Suzhou Center	351	it	0.07338418066501617	0.05736614018678665	0.30951255559921265	0.0873674675822258	0.012232458218932152	0.37468957901000977	0.04026554524898529	0.0177864171564579	0.008256408385932446	0.01801617443561554	0.0011230582604184747	0.37468957901000977	Criteria vi	0.30951255559921265	Criteria iii	0.0873674675822258	Criteria iv	0.37468957901000977	0.7715696021914482
528	17	It has title of First beat in 2021	410	it	0.1606287807226181	0.10551095008850098	0.09584993869066238	0.1349944770336151	0.00846086721867323	0.26144570112228394	0.030218305066227913	0.10022072494029999	0.02939322404563427	0.0712210163474083	0.002055967692285776	0.26144570112228394	Criteria vi	0.1606287807226181	Criteria i	0.1349944770336151	Criteria iv	0.26144570112228394	0.5570689588785172
529	18	It has title of Wuzhong Museum	426	it	0.20944510400295258	0.09090907126665115	0.2630136013031006	0.16779091954231262	0.00666724843904376	0.23770727217197418	0.008434140123426914	0.008787311613559723	0.0028483401983976364	0.004233851563185453	0.00016324063471984118	0.2630136013031006	Criteria iii	0.23770727217197418	Criteria vi	0.20944510400295258	Criteria i	0.2630136013031006	0.7101659774780273
530	19	It has title of Tantai Lake Park	513	it	0.025012295693159103	0.00932381022721529	0.05251667648553848	0.02152697555720806	0.007195348851382732	0.04576257988810539	0.3535769283771515	0.2211671620607376	0.09706184267997742	0.16419796645641327	0.00265830778516829	0.3535769283771515	Criteria vii	0.2211671620607376	Criteria viii	0.16419796645641327	Criteria x	0.3535769283771515	0.7389420568943024
531	20	It has title of temple	611	it	0.1570166051387787	0.08137458562850952	0.3034544587135315	0.18139909207820892	0.009408840909600258	0.17843934893608093	0.03506242483854294	0.023847408592700958	0.012349080294370651	0.017464695498347282	0.00018350522441323847	0.3034544587135315	Criteria iii	0.18139909207820892	Criteria iv	0.17843934893608093	Criteria vi	0.3034544587135315	0.6632928997278214
532	21	It has title of tower	612	it	0.17388354241847992	0.07825355976819992	0.24235330522060394	0.21075010299682617	0.00981758814305067	0.12594695389270782	0.059273529797792435	0.04892739653587341	0.02271202765405178	0.027943246066570282	0.00013879337348043919	0.24235330522060394	Criteria iii	0.21075010299682617	Criteria iv	0.17388354241847992	Criteria i	0.24235330522060394	0.62698695063591
533	22	It has title of @ 捞 葉 锅 Cuisine	1168	it	0.1260422021150589	0.06004936620593071	0.2930352985858917	0.14053753018379211	0.012537396512925625	0.18615184724330902	0.0634211078286171	0.05956332013010979	0.022375265136361122	0.035623885691165924	0.0006626943941228092	0.2930352985858917	Criteria iii	0.18615184724330902	Criteria vi	0.14053753018379211	Criteria iv	0.2930352985858917	0.6197246760129929
534	23	It has title of Raisin Egg Waffle@	1169	it	0.0940837636590004	0.05372849106788635	0.27527904510498047	0.12364113330841064	0.01730559580028057	0.31020858883857727	0.038983192294836044	0.035906217992305756	0.015349981375038624	0.033579953014850616	0.0019340170547366142	0.31020858883857727	Criteria vi	0.27527904510498047	Criteria iii	0.12364113330841064	Criteria iv	0.31020858883857727	0.7091287672519684
535	24	It has title of @ 捞 葉 锅 Cuisine	1242	it	0.1260422021150589	0.06004936620593071	0.2930352985858917	0.14053753018379211	0.012537396512925625	0.18615184724330902	0.0634211078286171	0.05956332013010979	0.022375265136361122	0.035623885691165924	0.0006626943941228092	0.2930352985858917	Criteria iii	0.18615184724330902	Criteria vi	0.14053753018379211	Criteria iv	0.2930352985858917	0.6197246760129929
536	25	It has title of Humble Administrator's Garden	1526	it	0.12707842886447906	0.10537100583314896	0.2458978295326233	0.1891920268535614	0.012510587461292744	0.292431503534317	0.007602693513035774	0.006915348581969738	0.004779516253620386	0.008059144951403141	0.00016192079056054354	0.292431503534317	Criteria vi	0.2458978295326233	Criteria iii	0.1891920268535614	Criteria iv	0.292431503534317	0.7275213599205017
537	31	It has title of Suzhou Sun Plaza Hotel	2535	it	0.09152928739786148	0.06703054904937744	0.22766700387001038	0.09185965359210968	0.00620706332847476	0.49647438526153564	0.009935417212545872	0.0043333894573152065	0.0017906388966366649	0.002901653992012143	0.00027101265732198954	0.49647438526153564	Criteria vi	0.22766700387001038	Criteria iii	0.09185965359210968	Criteria iv	0.49647438526153564	0.8160010427236557
538	0	It has title of G for Garden	105	other	0.13680407404899597	0.13488294184207916	0.16532687842845917	0.15681439638137817	0.01667320914566517	0.165622279047966	0.03679795190691948	0.03190193697810173	0.0414857380092144	0.11297890543937683	0.000711779692210257	0.165622279047966	Criteria vi	0.16532687842845917	Criteria iii	0.15681439638137817	Criteria iv	0.165622279047966	0.48776355385780334
539	1	It has tags of china, china, chinese, garden, suzhou, chinese	108	other	0.008823060430586338	0.20599107444286346	0.37714293599128723	0.046458516269922256	0.008328847587108612	0.3501989245414734	0.0008568887715227902	0.0004472056753002107	0.0006250398582778871	0.0010841188486665487	4.33593122579623e-05	0.37714293599128723	Criteria iii	0.3501989245414734	Criteria vi	0.20599107444286346	Criteria ii	0.37714293599128723	0.9333329349756241
540	4	It has tags of garden	132	other	0.14312726259231567	0.23489317297935486	0.23883351683616638	0.23595981299877167	0.03014685958623886	0.08721212297677994	0.008518555201590061	0.0022840979509055614	0.008334482088685036	0.010634697042405605	5.5319495004368946e-05	0.23883351683616638	Criteria iii	0.23595981299877167	Criteria iv	0.23489317297935486	Criteria ii	0.23883351683616638	0.7096865028142929
541	5	It has tags of garden	135	other	0.14312726259231567	0.23489317297935486	0.23883351683616638	0.23595981299877167	0.03014685958623886	0.08721212297677994	0.008518555201590061	0.0022840979509055614	0.008334482088685036	0.010634697042405605	5.5319495004368946e-05	0.23883351683616638	Criteria iii	0.23595981299877167	Criteria iv	0.23489317297935486	Criteria ii	0.23883351683616638	0.7096865028142929
542	6	Laure and China and 2007	139	other	0.03278869763016701	0.16516685485839844	0.39703255891799927	0.105039581656456	0.016652876511216164	0.26812371611595154	0.003673826577141881	0.0023591022472828627	0.0036081147845834494	0.005423459690064192	0.00013122700329404324	0.39703255891799927	Criteria iii	0.26812371611595154	Criteria vi	0.16516685485839844	Criteria ii	0.39703255891799927	0.8303231298923492
543	7	It has title of Suzhou_01	139	other	0.07382849603891373	0.0548132099211216	0.32108572125434875	0.08770857006311417	0.012140747159719467	0.37954214215278625	0.03739563375711441	0.012731984257698059	0.006615782156586647	0.013446876779198647	0.0006907866918481886	0.37954214215278625	Criteria vi	0.32108572125434875	Criteria iii	0.08770857006311417	Criteria iv	0.37954214215278625	0.7883364334702492
544	8	Laure and China and 2007	140	other	0.03278869763016701	0.16516685485839844	0.39703255891799927	0.105039581656456	0.016652876511216164	0.26812371611595154	0.003673826577141881	0.0023591022472828627	0.0036081147845834494	0.005423459690064192	0.00013122700329404324	0.39703255891799927	Criteria iii	0.26812371611595154	Criteria vi	0.16516685485839844	Criteria ii	0.39703255891799927	0.8303231298923492
545	9	It has title of Suzhou_02	140	other	0.07382849603891373	0.0548132099211216	0.32108572125434875	0.08770857006311417	0.012140747159719467	0.37954214215278625	0.03739563375711441	0.012731984257698059	0.006615782156586647	0.013446876779198647	0.0006907866918481886	0.37954214215278625	Criteria vi	0.32108572125434875	Criteria iii	0.08770857006311417	Criteria iv	0.37954214215278625	0.7883364334702492
546	10	Laure and China and 2007	141	other	0.03278869763016701	0.16516685485839844	0.39703255891799927	0.105039581656456	0.016652876511216164	0.26812371611595154	0.003673826577141881	0.0023591022472828627	0.0036081147845834494	0.005423459690064192	0.00013122700329404324	0.39703255891799927	Criteria iii	0.26812371611595154	Criteria vi	0.16516685485839844	Criteria ii	0.39703255891799927	0.8303231298923492
547	11	It has title of Suzhou_03	141	other	0.07382849603891373	0.0548132099211216	0.32108572125434875	0.08770857006311417	0.012140747159719467	0.37954214215278625	0.03739563375711441	0.012731984257698059	0.006615782156586647	0.013446876779198647	0.0006907866918481886	0.37954214215278625	Criteria vi	0.32108572125434875	Criteria iii	0.08770857006311417	Criteria iv	0.37954214215278625	0.7883364334702492
548	12	It has tags of dji, suzhou, jiangsu, peoplesrepublicofchina	351	other	0.03164992108941078	0.08844032883644104	0.5091568231582642	0.10126383602619171	0.029403338208794594	0.21481534838676453	0.009205138310790062	0.003333471482619643	0.005158758722245693	0.007501673884689808	7.136011845432222e-05	0.5091568231582642	Criteria iii	0.21481534838676453	Criteria vi	0.10126383602619171	Criteria iv	0.5091568231582642	0.8252360075712204
549	13	It has title of Canglang Pavilion	361	other	0.19852317869663239	0.0822199136018753	0.2742750346660614	0.17506597936153412	0.010173911228775978	0.1942884773015976	0.02562948316335678	0.018952496349811554	0.008514937944710255	0.012127162888646126	0.00022938214533496648	0.2742750346660614	Criteria iii	0.19852317869663239	Criteria i	0.1942884773015976	Criteria vi	0.2742750346660614	0.6670866906642914
550	14	It has tags of sony vsco	361	other	0.08870717883110046	0.0650753304362297	0.3719267249107361	0.1403234452009201	0.025845428928732872	0.06994020938873291	0.08562559634447098	0.04582253098487854	0.046742033213377	0.0598285011947155	0.00016299170965794474	0.3719267249107361	Criteria iii	0.1403234452009201	Criteria iv	0.08870717883110046	Criteria i	0.3719267249107361	0.6009573489427567
551	15	It has tags of sony vsco	363	other	0.08870717883110046	0.0650753304362297	0.3719267249107361	0.1403234452009201	0.025845428928732872	0.06994020938873291	0.08562559634447098	0.04582253098487854	0.046742033213377	0.0598285011947155	0.00016299170965794474	0.3719267249107361	Criteria iii	0.1403234452009201	Criteria iv	0.08870717883110046	Criteria i	0.3719267249107361	0.6009573489427567
552	16	It has title of Canglang Pavilion	370	other	0.19852317869663239	0.0822199136018753	0.2742750346660614	0.17506597936153412	0.010173911228775978	0.1942884773015976	0.02562948316335678	0.018952496349811554	0.008514937944710255	0.012127162888646126	0.00022938214533496648	0.2742750346660614	Criteria iii	0.19852317869663239	Criteria i	0.1942884773015976	Criteria vi	0.2742750346660614	0.6670866906642914
553	17	It has tags of sony, vsco, nature, architecture, design	370	other	0.052370257675647736	0.11122838407754898	0.5486481189727783	0.12552568316459656	0.02315691113471985	0.13228543102741241	0.0019287867471575737	0.0014493096387013793	0.00183487415779382	0.001551330555230379	2.094147384923417e-05	0.5486481189727783	Criteria iii	0.13228543102741241	Criteria vi	0.12552568316459656	Criteria iv	0.5486481189727783	0.8064592331647873
554	18	It has title of Suzhou	399	other	0.07269895076751709	0.05693668872117996	0.34264057874679565	0.09915319085121155	0.012014799751341343	0.2988501489162445	0.0606226772069931	0.02281266637146473	0.011843458749353886	0.021740121766924858	0.0006867442862130702	0.34264057874679565	Criteria iii	0.2988501489162445	Criteria vi	0.09915319085121155	Criteria iv	0.34264057874679565	0.7406439185142517
555	19	It has title of Homemade	409	other	0.1260422021150589	0.06004936620593071	0.2930352985858917	0.14053753018379211	0.012537396512925625	0.18615184724330902	0.0634211078286171	0.05956332013010979	0.022375265136361122	0.035623885691165924	0.0006626943941228092	0.2930352985858917	Criteria iii	0.18615184724330902	Criteria vi	0.14053753018379211	Criteria iv	0.2930352985858917	0.6197246760129929
556	20	It has title of Suzhou	412	other	0.07269895076751709	0.05693668872117996	0.34264057874679565	0.09915319085121155	0.012014799751341343	0.2988501489162445	0.0606226772069931	0.02281266637146473	0.011843458749353886	0.021740121766924858	0.0006867442862130702	0.34264057874679565	Criteria iii	0.2988501489162445	Criteria vi	0.09915319085121155	Criteria iv	0.34264057874679565	0.7406439185142517
557	21	It has tags of china, chine, suzhou	412	other	0.03130296990275383	0.18863484263420105	0.457447350025177	0.08501750975847244	0.02006656676530838	0.18958264589309692	0.009881352074444294	0.004024859052151442	0.0055799540132284164	0.008374693803489208	8.732362039154395e-05	0.457447350025177	Criteria iii	0.18958264589309692	Criteria vi	0.18863484263420105	Criteria ii	0.457447350025177	0.835664838552475
558	22	It has tags of china, suzhou	523	other	0.04990346357226372	0.1311369240283966	0.4577445387840271	0.09620749950408936	0.01719868741929531	0.18762582540512085	0.026456575840711594	0.008584445342421532	0.009409220889210701	0.01562877930700779	0.00010403933265479282	0.4577445387840271	Criteria iii	0.18762582540512085	Criteria vi	0.1311369240283966	Criteria ii	0.4577445387840271	0.7765072882175446
559	23	It has title of Suzhou, Shan Tang st.	524	other	0.06547585129737854	0.07860726118087769	0.27403101325035095	0.0866546630859375	0.008179365657269955	0.479451060295105	0.002857778687030077	0.0018527281936258078	0.000996701535768807	0.0016496233874931931	0.00024397052766289562	0.479451060295105	Criteria vi	0.27403101325035095	Criteria iii	0.0866546630859375	Criteria iv	0.479451060295105	0.8401367366313934
560	24	It has tags of china, suzhou	524	other	0.04990346357226372	0.1311369240283966	0.4577445387840271	0.09620749950408936	0.01719868741929531	0.18762582540512085	0.026456575840711594	0.008584445342421532	0.009409220889210701	0.01562877930700779	0.00010403933265479282	0.4577445387840271	Criteria iii	0.18762582540512085	Criteria vi	0.1311369240283966	Criteria ii	0.4577445387840271	0.7765072882175446
561	45	It has title of Suzhou 8	550	other	0.07382849603891373	0.0548132099211216	0.32108572125434875	0.08770857006311417	0.012140747159719467	0.37954214215278625	0.03739563375711441	0.012731984257698059	0.006615782156586647	0.013446876779198647	0.0006907866918481886	0.37954214215278625	Criteria vi	0.32108572125434875	Criteria iii	0.08770857006311417	Criteria iv	0.37954214215278625	0.7883364334702492
562	58	Lion Grove Garden	563	other	0.03859521076083183	0.02478885091841221	0.19563281536102295	0.030365847051143646	0.006666284985840321	0.13064530491828918	0.2805591821670532	0.028680207207798958	0.04595305770635605	0.2171267569065094	0.0009865929605439305	0.2805591821670532	Criteria vii	0.2171267569065094	Criteria x	0.19563281536102295	Criteria iii	0.2805591821670532	0.6933187544345856
563	101	It has tags of suzhou, china, jiangsu	611	other	0.04237474873661995	0.11991142481565475	0.46022915840148926	0.09924779832363129	0.02032157965004444	0.2215854972600937	0.013681762851774693	0.004341796040534973	0.0067008682526648045	0.011515338905155659	8.99826773093082e-05	0.46022915840148926	Criteria iii	0.2215854972600937	Criteria vi	0.11991142481565475	Criteria ii	0.46022915840148926	0.8017260804772377
564	102	It has tags of suzhou, china, jiangsu	612	other	0.04237474873661995	0.11991142481565475	0.46022915840148926	0.09924779832363129	0.02032157965004444	0.2215854972600937	0.013681762851774693	0.004341796040534973	0.0067008682526648045	0.011515338905155659	8.99826773093082e-05	0.46022915840148926	Criteria iii	0.2215854972600937	Criteria vi	0.11991142481565475	Criteria ii	0.46022915840148926	0.8017260804772377
565	104	It has title of Mirror	621	other	0.11429701000452042	0.04533031955361366	0.20261341333389282	0.08389211446046829	0.007157479878515005	0.15232893824577332	0.130372554063797	0.18503011763095856	0.03597612306475639	0.04183448106050491	0.0011674321722239256	0.20261341333389282	Criteria iii	0.18503011763095856	Criteria viii	0.15232893824577332	Criteria vi	0.20261341333389282	0.5399724692106247
566	121	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	652	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
567	131	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	661	other	0.017627805471420288	0.20425070822238922	0.4926302134990692	0.07506963610649109	0.022840505465865135	0.17271973192691803	0.004635381046682596	0.0019167859572917223	0.0034636608324944973	0.004784430842846632	6.11165160080418e-05	0.4926302134990692	Criteria iii	0.20425070822238922	Criteria ii	0.17271973192691803	Criteria vi	0.4926302134990692	0.8696006536483765
568	133	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	662	other	0.017627805471420288	0.20425070822238922	0.4926302134990692	0.07506963610649109	0.022840505465865135	0.17271973192691803	0.004635381046682596	0.0019167859572917223	0.0034636608324944973	0.004784430842846632	6.11165160080418e-05	0.4926302134990692	Criteria iii	0.20425070822238922	Criteria ii	0.17271973192691803	Criteria vi	0.4926302134990692	0.8696006536483765
569	135	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	663	other	0.017627805471420288	0.20425070822238922	0.4926302134990692	0.07506963610649109	0.022840505465865135	0.17271973192691803	0.004635381046682596	0.0019167859572917223	0.0034636608324944973	0.004784430842846632	6.11165160080418e-05	0.4926302134990692	Criteria iii	0.20425070822238922	Criteria ii	0.17271973192691803	Criteria vi	0.4926302134990692	0.8696006536483765
570	137	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	664	other	0.017627805471420288	0.20425070822238922	0.4926302134990692	0.07506963610649109	0.022840505465865135	0.17271973192691803	0.004635381046682596	0.0019167859572917223	0.0034636608324944973	0.004784430842846632	6.11165160080418e-05	0.4926302134990692	Criteria iii	0.20425070822238922	Criteria ii	0.17271973192691803	Criteria vi	0.4926302134990692	0.8696006536483765
571	139	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	665	other	0.017627805471420288	0.20425070822238922	0.4926302134990692	0.07506963610649109	0.022840505465865135	0.17271973192691803	0.004635381046682596	0.0019167859572917223	0.0034636608324944973	0.004784430842846632	6.11165160080418e-05	0.4926302134990692	Criteria iii	0.20425070822238922	Criteria ii	0.17271973192691803	Criteria vi	0.4926302134990692	0.8696006536483765
572	141	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	666	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
573	143	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	667	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
574	145	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	668	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
575	147	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	669	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
576	149	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	670	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
577	151	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	671	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
578	153	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	672	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
579	155	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	673	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
580	157	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	674	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
581	159	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	675	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
582	161	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	676	other	0.011045943014323711	0.08361279964447021	0.25658902525901794	0.049056656658649445	0.006890697404742241	0.5919429659843445	0.0002930979535449296	0.0001947867131093517	0.00014521749108098447	0.00019801611779257655	3.079933958360925e-05	0.5919429659843445	Criteria vi	0.25658902525901794	Criteria iii	0.08361279964447021	Criteria ii	0.5919429659843445	0.9321447908878326
583	177	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	691	other	0.01922393962740898	0.2219381183385849	0.46779507398605347	0.06734542548656464	0.01922762021422386	0.19181612133979797	0.003866265993565321	0.0015871711075305939	0.00284768920391798	0.004292252007871866	6.036997729097493e-05	0.46779507398605347	Criteria iii	0.2219381183385849	Criteria ii	0.19181612133979797	Criteria vi	0.46779507398605347	0.8815493136644363
584	184	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	697	other	0.01922393962740898	0.2219381183385849	0.46779507398605347	0.06734542548656464	0.01922762021422386	0.19181612133979797	0.003866265993565321	0.0015871711075305939	0.00284768920391798	0.004292252007871866	6.036997729097493e-05	0.46779507398605347	Criteria iii	0.2219381183385849	Criteria ii	0.19181612133979797	Criteria vi	0.46779507398605347	0.8815493136644363
585	194	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	706	other	0.05649234354496002	0.16592015326023102	0.3442288637161255	0.2048511803150177	0.027649248018860817	0.16583853960037231	0.00780957005918026	0.005140465684235096	0.009413888677954674	0.012546887621283531	0.00010880699119297788	0.3442288637161255	Criteria iii	0.2048511803150177	Criteria iv	0.16592015326023102	Criteria ii	0.3442288637161255	0.7150001972913742
586	196	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	707	other	0.05649234354496002	0.16592015326023102	0.3442288637161255	0.2048511803150177	0.027649248018860817	0.16583853960037231	0.00780957005918026	0.005140465684235096	0.009413888677954674	0.012546887621283531	0.00010880699119297788	0.3442288637161255	Criteria iii	0.2048511803150177	Criteria iv	0.16592015326023102	Criteria ii	0.3442288637161255	0.7150001972913742
