	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
447	637	It has tags of china, jiangsu, suzhou, zh, flower, garden, cn	3491	en	Criteria iii	Criteria vi	Criteria ii	0.4694688320159912	0.8971281349658966	Criteria ii	Criteria iii	Criteria iv	0.38805556	0.72151655	False	0.5	0.6953483117386063
448	638	It has tags of china, jiangsu, suzhou, zh, boat, garden, people, pond, cn	3493	en	Criteria iii	Criteria vi	Criteria ii	0.5235993266105652	0.8848061263561249	Criteria iii	Criteria vi	Criteria iv	0.3648268	0.7519597	True	0.5	0.9667451252385852
449	639	Suzhou - view from Marriott Hotel (Ganjiang West Road)	3563	en	Criteria vi	Criteria iii	Criteria ii	0.3902310729026794	0.901426687836647	Criteria vii	Criteria x	Criteria vi	0.45447102	0.64346635	False	0.2	0.2478844945783356
450	640	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3615	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
451	641	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3616	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
452	642	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3617	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
453	643	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3618	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
454	644	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3619	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
455	645	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3620	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
456	646	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3621	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
457	647	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	3622	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
458	648	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	3623	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
459	649	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	3624	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
460	650	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	3625	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
461	651	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	3626	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
462	652	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	3627	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
463	653	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	3628	en	Criteria iii	Criteria ii	Criteria vi	0.4143290519714355	0.8419225960969925	Criteria vi	Criteria iii	Criteria ii	0.3908673	0.76024973	False	1.0	0.8470210390991836
464	654	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	3629	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
465	658	It has title of Lou, Brian_Suzhou,China_Forest Path	3707	en	Criteria vi	Criteria iii	Criteria iv	0.3560608327388763	0.6809422224760056	Criteria x	Criteria vii	Criteria iii	0.28862602	0.6355683	False	0.2	0.4704846769098943
466	660	It has tags of china, suzhou, gardenofthehumbleadministrator	3797	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
467	662	It has tags of china, suzhou, gardenofthehumbleadministrator	3798	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
468	664	It has tags of china, suzhou, gardenofthehumbleadministrator	3799	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
469	666	It has tags of china, suzhou, gardenofthehumbleadministrator	3800	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
470	667	It has tags of china, family, pedro, people, places	3813	en	Criteria iii	Criteria vi	Criteria iv	0.5032433271408081	0.866573765873909	Criteria ii	Criteria iii	Criteria iv	0.2789203	0.73437285	False	0.5	0.814453698291921
471	668	Had to buy an umbrella when started raining	3850	en	Criteria ii	Criteria iv	Criteria vi	0.6629640460014343	0.8617708906531334	Criteria iv	Criteria vi	Criteria iii	0.30883813	0.7066707	False	0.5	0.307312872381668
472	669	The 12th century Garden of the Master of the Nets is among the most famous sights of Suzhou, China	3902	en	Criteria i	Criteria iv	Criteria ii	0.3334701061248779	0.7781265825033188	Criteria iii	Criteria vi	Criteria i	0.41276476	0.82879627	False	0.2	0.5821280838803562
473	670	Winter is an ideal time to visit as the crowds are smaller.	3902	en	Criteria vii	Criteria iii	Criteria iv	0.2498439401388168	0.6026869267225266	Criteria vii	Criteria x	Criteria ix	0.80022573	0.90480226	True	0.2	0.6749036122607065
474	671	It has title of Garden of the Master of the Nets	3902	en	Criteria vi	Criteria i	Criteria ii	0.332239031791687	0.6824291795492172	Criteria iii	Criteria i	Criteria vi	0.3661412	0.71754277	False	0.5	0.6911440750811969
475	673	Long barges ply the Grand Canal just south of Suzhou, China	3915	en	Criteria vi	Criteria iii	Criteria i	0.3085655272006988	0.6766849607229233	Criteria iv	Criteria vii	Criteria v	0.25961465	0.61528605	False	0.0	0.6176578945778178
476	674	Begun in 486 BC, the canal is still used to move industrial and agricultural products north-south.	3915	en	Criteria iv	Criteria ii	Criteria iii	0.4231910407543182	0.8687682747840881	Criteria iv	Criteria ii	Criteria iii	0.68387216	0.87310654	True	1.0	0.8994520542942949
477	675	It has title of Grand Canal at Suzhou	3915	en	Criteria i	Criteria vi	Criteria iii	0.2961310446262359	0.6912182718515396	Criteria i	Criteria vii	Criteria ii	0.6065639	0.745497	True	0.2	0.7842019388130426
478	676	The 1,790-kilometer Grand Canal from Beijing to Hangzhou passes just south of Suzhou, China.	3916	en	Criteria vi	Criteria iii	Criteria iv	0.2180668264627456	0.5696441680192947	Criteria vii	Criteria i	Criteria iv	0.51971215	0.74853086	False	0.2	0.4379424157900183
479	677	It has title of Grand Canal	3916	en	Criteria i	Criteria vi	Criteria iii	0.2595706880092621	0.6616372466087341	Criteria i	Criteria vii	Criteria iv	0.49788207	0.6949597	True	0.2	0.7534123184926371
480	678	It has tags of grandcanal, beijing, hangzhou, suzhou, china	3916	en	Criteria iii	Criteria vi	Criteria ii	0.5022086501121521	0.7903243154287338	Criteria i	Criteria ii	Criteria iv	0.7533647	0.9025875	False	0.2	0.16094743486294344
481	679	The three-story Hall of Attractive Scenery in the Panmen Scenic Area at Suzhou, China, offers views across a small lake.	3917	en	Criteria vii	Criteria i	Criteria iv	0.2893646657466888	0.6296181082725525	Criteria vii	Criteria i	Criteria iv	0.6299382	0.813612	True	1.0	0.8389086411819979
482	680	It has title of Hall of Attractive Scenery	3917	en	Criteria vi	Criteria i	Criteria iii	0.2982957363128662	0.6763306111097336	Criteria vii	Criteria i	Criteria x	0.7647522	0.8403497	False	0.2	0.2539698998288826
483	681	It has tags of panmen, suzhou, china	3917	en	Criteria iii	Criteria vi	Criteria iv	0.503106415271759	0.7882083654403687	Criteria iii	Criteria iv	Criteria ii	0.29983705	0.7294716	True	0.5	0.8485370365299337
484	682	The Pavilion for Watching the Moon is a feature of the 12th century Garden of the Master of the Nets at Suzhou, China.	3918	en	Criteria i	Criteria iv	Criteria ii	0.3929295837879181	0.8244569450616837	Criteria i	Criteria iii	Criteria vi	0.34801754	0.78009725	True	0.2	0.8051686425529249
485	683	It has title of Pavilion for Watching the Moon	3918	en	Criteria vi	Criteria iii	Criteria vii	0.2586492896080017	0.5736802816390991	Criteria iii	Criteria vi	Criteria i	0.31510913	0.7244117	False	0.5	0.9121951476322747
486	684	Scenes like these are becoming commonplace all over the world, as people stay home under varying lockdowns to try and prevent spread of the virus	4013	en	Criteria vi	Criteria iii	Criteria v	0.2653373479843139	0.6724939346313477	Criteria vi	Criteria iv	Criteria iii	0.68166864	0.80295926	True	0.5	0.7386861334732563
487	685	An eerie emptiness, the likes of which one has never seen in such scale in living memory.	4013	en	Criteria iii	Criteria vi	Criteria iv	0.3024344742298126	0.6015187501907349	Criteria vii	Criteria vi	Criteria viii	0.69036156	0.8066127	False	0.2	0.29885209216184533
488	686	It has tags of jiangsu, asian, b, asia, sepia, emptiness, suzhou, city, street, walkway, empty, december, bw, mono, chinese, peoples, monochrome, w, photography, china, black, prc, republic, white, peoplesrepublicofchina	4013	en	Criteria iii	Criteria ii	Criteria iv	0.5481024980545044	0.8064896985888481	Criteria vi	Criteria iii	Criteria ii	0.35626388	0.68304884	False	0.5	0.6347364010975697
489	687	It has tags of suzhou, china, street, jiangsu, peoplesrepublicofchina	4014	en	Criteria iii	Criteria vi	Criteria ii	0.51619553565979	0.8422144278883934	Criteria vi	Criteria iv	Criteria iii	0.40923753	0.76395327	False	0.5	0.722054665694097
490	688	It has tags of suzhou, china, street, jiangsu, peoplesrepublicofchina	4015	en	Criteria iii	Criteria vi	Criteria ii	0.51619553565979	0.8422144278883934	Criteria vi	Criteria iv	Criteria iii	0.40923753	0.76395327	False	0.5	0.722054665694097
491	689	It has tags of suzhou, wall, tree, china, street, jiangsu, peoplesrepublicofchina	4016	en	Criteria iii	Criteria vi	Criteria iv	0.5657374262809753	0.8585333749651909	Criteria iii	Criteria vi	Criteria ii	0.4752892	0.79252714	True	0.5	0.9871753074853221
492	690	It has tags of suzhou, china, street, jiangsu, peoplesrepublicofchina	4017	en	Criteria iii	Criteria vi	Criteria ii	0.51619553565979	0.8422144278883934	Criteria vi	Criteria iv	Criteria iii	0.40923753	0.76395327	False	0.5	0.722054665694097
493	691	It has tags of water, canal, suzhou, tree, china, street, jiangsu, peoplesrepublicofchina	4018	en	Criteria iii	Criteria iv	Criteria v	0.5418149828910828	0.806059718132019	Criteria iii	Criteria i	Criteria ii	0.40781537	0.6844994	True	0.2	0.9341184162091344
494	692	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	4022	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
495	693	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	4023	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
496	694	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	4024	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
497	695	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	4025	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
498	696	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	4026	en	Criteria iii	Criteria vi	Criteria ii	0.4705688059329986	0.8597726076841354	Criteria i	Criteria vi	Criteria ii	0.5080879	0.7477427	False	0.5	0.271143122576572
499	699	It has tags of china, suzhou, gardenofthehumbleadministrator	4052	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
500	701	It has tags of china, suzhou, gardenofthehumbleadministrator	4053	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
501	702	It has title of Freshmen go to China	4073	en	Criteria vi	Criteria iii	Criteria iv	0.3676481246948242	0.7202604487538338	Criteria vi	Criteria iii	Criteria iv	0.56404305	0.75868237	True	1.0	0.9215331645584041
502	703	It has tags of china, family, pedro, people, places	4080	en	Criteria iii	Criteria vi	Criteria iv	0.5032433271408081	0.866573765873909	Criteria ii	Criteria iii	Criteria iv	0.2789203	0.73437285	False	0.5	0.814453698291921
503	704	It has title of Corridor, Hanshan Temple - Suzhou, China	4111	en	Criteria vi	Criteria iii	Criteria iv	0.3483187556266784	0.7124380394816399	Criteria i	Criteria ii	Criteria iii	0.70768845	0.8755681	False	0.2	0.23825600504764083
504	705	It has tags of china, buddhism, temple, suzhou, hanshan	4111	en	Criteria vi	Criteria iii	Criteria ii	0.3980896770954132	0.890343964099884	Criteria vi	Criteria iii	Criteria ii	0.34359607	0.738413	True	1.0	0.929196609171943
505	706	It has title of Pavilion of Surging Waves	4129	en	Criteria i	Criteria vi	Criteria iii	0.2524699866771698	0.6836197078227997	Criteria vii	Criteria i	Criteria iii	0.37669244	0.7244878	False	0.5	0.6383757632854863
506	707	It has tags of pavilionofsurgingwaves, canglangpavilion, unescowhs, garden	4129	en	Criteria iii	Criteria iv	Criteria ii	0.399866372346878	0.7736936807632446	Criteria i	Criteria iv	Criteria ii	0.8375004	0.92458254	False	0.5	0.21246117302892545
507	708	Suzhou Ancient City	4136	en	Criteria iii	Criteria vi	Criteria ii	0.602493405342102	0.9484812542796136	Criteria iii	Criteria iv	Criteria ii	0.7596332	0.887045	True	0.5	0.9311103119860782
508	709	Suzhou Ancient City	4137	en	Criteria iii	Criteria vi	Criteria ii	0.602493405342102	0.9484812542796136	Criteria iii	Criteria iv	Criteria ii	0.7596332	0.887045	True	0.5	0.9311103119860782
509	710	It has title of Autumn textures and shapes	4139	en	Criteria vii	Criteria viii	Criteria ix	0.4505394399166107	0.8027904704213142	Criteria i	Criteria iv	Criteria ii	0.71026206	0.85436445	False	0.0	0.08028738002845252
510	711	It has title of Autumn textures and shapes	4140	en	Criteria vii	Criteria viii	Criteria ix	0.4505394399166107	0.8027904704213142	Criteria i	Criteria iv	Criteria ii	0.71026206	0.85436445	False	0.0	0.08028738002845252
511	0	It has title of Extinction Bridge	8	it	Criteria x	Criteria viii	Criteria vii	0.3144168555736542	0.7990506887435913	Criteria ix	Criteria x	Criteria viii	0.59242535	0.8981495	False	0.5	0.45559402095578794
512	1	It has title of Shimotsu Bridge	13	it	Criteria iii	Criteria vi	Criteria i	0.2616501152515411	0.6425934284925461	Criteria iv	Criteria ii	Criteria iii	0.42839772	0.71539164	False	0.2	0.704014747209905
513	2	It has title of Shangjin Bridge	16	it	Criteria iii	Criteria vi	Criteria i	0.2616501152515411	0.6425934284925461	Criteria iv	Criteria vi	Criteria iii	0.2871477	0.74042606	False	0.5	0.89706838354588
514	3	It has title of Jiangnan in Yuan Dynasty	23	it	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
515	4	It has title of art garden	142	it	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
516	5	It has title of Huanxiu Villa	154	it	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
517	6	It has title of City God Temple	175	it	Criteria vi	Criteria iii	Criteria iv	0.3222586810588836	0.7685080170631409	Criteria iii	Criteria i	Criteria vi	0.77703035	0.90397936	False	0.5	0.6921386600924172
518	7	It has title of Quyuan	177	it	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria vi	Criteria iii	Criteria iv	0.33485025	0.7498701	False	1.0	0.9228534411901066
519	8	It has title of Tianxiang Xiaozhu	186	it	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria vi	Criteria iii	Criteria iv	0.536422	0.78630805	False	1.0	0.8091441123722652
520	9	It has title of Dongshengli	193	it	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria vi	Criteria i	0.64762306	0.82945204	True	0.5	0.8452488688187532
521	10	It has title of Kunqu Opera Museum	199	it	Criteria vi	Criteria i	Criteria iv	0.3247265219688415	0.7311168313026428	Criteria iii	Criteria i	Criteria iv	0.29668036	0.69899434	False	0.5	0.8271629586232037
522	11	It has title of Jiachen Lane Brick Tower	214	it	Criteria iv	Criteria iii	Criteria i	0.3059118390083313	0.7773501724004745	Criteria iv	Criteria ii	Criteria i	0.41074446	0.8302494	True	0.5	0.8787214278833569
523	12	It has title of twin towers	217	it	Criteria iii	Criteria i	Criteria iv	0.1936948597431183	0.4828443676233291	Criteria iv	Criteria i	Criteria ii	0.3687135	0.8148919	False	0.5	0.6761822213688504
524	13	It has title of Coupling Garden	237	it	Criteria iii	Criteria iv	Criteria vi	0.243190124630928	0.6270494610071182	Criteria vii	Criteria v	Criteria x	0.19690119	0.529611	False	0.0	0.5261834657061434
525	14	It has title of Ride a balance bike at Jinji Lake	349	it	Criteria ix	Criteria viii	Criteria x	0.1813757270574569	0.4670029282569885	Criteria vii	Criteria i	Criteria vi	0.37097764	0.6541474	False	0.0	0.6167334490096991
526	15	It has title of Ride a balance bike at Jinji Lake	350	it	Criteria ix	Criteria viii	Criteria x	0.1813757270574569	0.4670029282569885	Criteria vii	Criteria i	Criteria vi	0.37097764	0.6541474	False	0.0	0.6167334490096991
527	16	It has title of Suzhou Center	351	it	Criteria vi	Criteria iii	Criteria iv	0.3746895790100097	0.7715696021914482	Criteria iii	Criteria iv	Criteria vi	0.33059156	0.7055723	False	1.0	0.8061384277387267
528	17	It has title of First beat in 2021	410	it	Criteria vi	Criteria i	Criteria iv	0.2614457011222839	0.5570689588785172	Criteria ii	Criteria iv	Criteria vi	0.3012579	0.70808387	False	0.5	0.7533449030144777
529	18	It has title of Wuzhong Museum	426	it	Criteria iii	Criteria vi	Criteria i	0.2630136013031006	0.7101659774780273	Criteria iii	Criteria vi	Criteria iv	0.58651555	0.84250903	True	0.5	0.7999185938890059
530	19	It has title of Tantai Lake Park	513	it	Criteria vii	Criteria viii	Criteria x	0.3535769283771515	0.7389420568943024	Criteria vii	Criteria x	Criteria ix	0.60686284	0.86170095	True	0.5	0.8705154466046631
531	20	It has title of temple	611	it	Criteria iii	Criteria iv	Criteria vi	0.3034544587135315	0.6632928997278214	Criteria iii	Criteria i	Criteria vi	0.48930535	0.7568256	True	0.5	0.8823580822333873
532	21	It has title of tower	612	it	Criteria iii	Criteria iv	Criteria i	0.2423533052206039	0.62698695063591	Criteria iii	Criteria vi	Criteria i	0.39086992	0.75023735	True	0.5	0.9147190197943859
533	22	It has title of @ 捞 葉 锅 Cuisine	1168	it	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria v	Criteria iv	0.5664548	0.77074057	True	0.5	0.8097071200114397
534	23	It has title of Raisin Egg Waffle@	1169	it	Criteria vi	Criteria iii	Criteria iv	0.3102085888385772	0.7091287672519684	Criteria i	Criteria iv	Criteria vii	0.28045157	0.5121729	False	0.2	0.5950315316930516
535	24	It has title of @ 捞 葉 锅 Cuisine	1242	it	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria v	Criteria iv	0.5664548	0.77074057	True	0.5	0.8097071200114397
536	25	It has title of Humble Administrator's Garden	1526	it	Criteria vi	Criteria iii	Criteria iv	0.292431503534317	0.7275213599205017	Criteria iii	Criteria i	Criteria iv	0.47574922	0.7143303	False	0.5	0.6854238868119399
537	31	It has title of Suzhou Sun Plaza Hotel	2535	it	Criteria vi	Criteria iii	Criteria iv	0.4964743852615356	0.8160010427236557	Criteria i	Criteria iv	Criteria ii	0.35470894	0.74862444	False	0.2	0.4116319262548393
538	0	It has title of G for Garden	105	other	Criteria vi	Criteria iii	Criteria iv	0.165622279047966	0.4877635538578033	Criteria x	Criteria vii	Criteria ix	0.7409617	0.87838405	False	0.0	0.36188323080506085
539	1	It has tags of china, china, chinese, garden, suzhou, chinese	108	other	Criteria iii	Criteria vi	Criteria ii	0.3771429359912872	0.933332934975624	Criteria iii	Criteria ii	Criteria vi	0.2760829	0.70893186	True	1.0	0.9388343251833646
540	4	It has tags of garden	132	other	Criteria iii	Criteria iv	Criteria ii	0.2388335168361663	0.7096865028142929	Criteria iii	Criteria iv	Criteria i	0.31779146	0.6432954	True	0.5	0.9133536553402254
541	5	It has tags of garden	135	other	Criteria iii	Criteria iv	Criteria ii	0.2388335168361663	0.7096865028142929	Criteria iii	Criteria iv	Criteria i	0.31779146	0.6432954	True	0.5	0.9133536553402254
542	6	Laure and China and 2007	139	other	Criteria iii	Criteria vi	Criteria ii	0.3970325589179992	0.8303231298923492	Criteria ii	Criteria i	Criteria iv	0.35960415	0.754991	False	0.2	0.5834382019933855
543	7	It has title of Suzhou_01	139	other	Criteria vi	Criteria iii	Criteria iv	0.3795421421527862	0.7883364334702492	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	False	1.0	0.8423973127026156
544	8	Laure and China and 2007	140	other	Criteria iii	Criteria vi	Criteria ii	0.3970325589179992	0.8303231298923492	Criteria ii	Criteria i	Criteria iv	0.35960415	0.754991	False	0.2	0.5834382019933855
545	9	It has title of Suzhou_02	140	other	Criteria vi	Criteria iii	Criteria iv	0.3795421421527862	0.7883364334702492	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	False	1.0	0.8423973127026156
546	10	Laure and China and 2007	141	other	Criteria iii	Criteria vi	Criteria ii	0.3970325589179992	0.8303231298923492	Criteria ii	Criteria i	Criteria iv	0.35960415	0.754991	False	0.2	0.5834382019933855
547	11	It has title of Suzhou_03	141	other	Criteria vi	Criteria iii	Criteria iv	0.3795421421527862	0.7883364334702492	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	False	1.0	0.8423973127026156
548	12	It has tags of dji, suzhou, jiangsu, peoplesrepublicofchina	351	other	Criteria iii	Criteria vi	Criteria iv	0.5091568231582642	0.8252360075712204	Criteria vi	Criteria iii	Criteria iv	0.3117562	0.7486272	False	1.0	0.8838059524011613
549	13	It has title of Canglang Pavilion	361	other	Criteria iii	Criteria i	Criteria vi	0.2742750346660614	0.6670866906642914	Criteria i	Criteria iv	Criteria iii	0.39809763	0.68871546	False	0.5	0.8260580031472231
550	14	It has tags of sony vsco	361	other	Criteria iii	Criteria iv	Criteria i	0.3719267249107361	0.6009573489427567	Criteria vi	Criteria iv	Criteria iii	0.2221074	0.637606	False	0.5	0.8123767220793614
551	15	It has tags of sony vsco	363	other	Criteria iii	Criteria iv	Criteria i	0.3719267249107361	0.6009573489427567	Criteria vi	Criteria iv	Criteria iii	0.2221074	0.637606	False	0.5	0.8123767220793614
552	16	It has title of Canglang Pavilion	370	other	Criteria iii	Criteria i	Criteria vi	0.2742750346660614	0.6670866906642914	Criteria i	Criteria iv	Criteria iii	0.39809763	0.68871546	False	0.5	0.8260580031472231
553	17	It has tags of sony, vsco, nature, architecture, design	370	other	Criteria iii	Criteria vi	Criteria iv	0.5486481189727783	0.8064592331647873	Criteria iv	Criteria ii	Criteria i	0.34301412	0.8072566	False	0.2	0.4114992768697834
554	18	It has title of Suzhou	399	other	Criteria iii	Criteria vi	Criteria iv	0.3426405787467956	0.7406439185142517	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	True	1.0	0.9108036733357762
555	19	It has title of Homemade	409	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria i	Criteria iii	Criteria ii	0.21251088	0.5184815	False	0.2	0.7501500597610132
556	20	It has title of Suzhou	412	other	Criteria iii	Criteria vi	Criteria iv	0.3426405787467956	0.7406439185142517	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	True	1.0	0.9108036733357762
557	21	It has tags of china, chine, suzhou	412	other	Criteria iii	Criteria vi	Criteria ii	0.457447350025177	0.835664838552475	Criteria vi	Criteria iii	Criteria ii	0.24199688	0.6479888	False	1.0	0.8639421226496399
558	22	It has tags of china, suzhou	523	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
559	23	It has title of Suzhou, Shan Tang st.	524	other	Criteria vi	Criteria iii	Criteria iv	0.479451060295105	0.8401367366313934	Criteria iii	Criteria vi	Criteria iv	0.48120257	0.7686683	False	1.0	0.7757937980501849
560	24	It has tags of china, suzhou	524	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
561	45	It has title of Suzhou 8	550	other	Criteria vi	Criteria iii	Criteria iv	0.3795421421527862	0.7883364334702492	Criteria iii	Criteria iv	Criteria vi	0.42460915	0.701869	False	1.0	0.8423973127026156
