UserId ;Lat;Long;PhotoId;ID ;Name;Nationality;Num;PhotoID;Title;Description;User tags;Time taken;Time posted
37827720  N04;34,439701;35,859298;5745603953;37827720  N04;C.Stramba-Badiali;T;T104;5745603953;Small nap in Beirut   - LEBANON -;"Beirut.

© Christophe Stramba-Badiali";black and white,noir et blanc,Liban,Lebanon,contrast,لُبْنَان,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,Lebanese,western Asia,Islam,Muslim,culture,tradition,Beyrouth,Beirut,Nap,fan,chaleur,warm,one person,inside,man,homme,human,sleep,couloir,corridor,guest house;29/07/2009 02:05;22/05/2011 10:31
37827720  N04;34,439701;35,859298;5745619893;37827720  N04;C.Stramba-Badiali;T;T104;5745619893;Muslim woman in the streets of Tripoli   - LEBANON -;"© Christophe Stramba-Badiali
";black and white,noir et blanc,Liban,Lebanon,contrast,لُبْنَان,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,Lebanese,western Asia,Islam,Muslim,culture,tradition,femme,woman,Hijab,street,Tripoli,person,people,religion,black,Christophe Stramba-Badiali,5D MK II,135mm,souk,politique,politic,leader,culture musulmane,Islamic culture;27/07/2009 23:20;22/05/2011 10:37
54814790  N00;34,444999;35,85268;5799161518;54814790  N00;awadi;L;L81;5799161518;The ancient shoe cleaner;"This shot was taken in Lebanon when i went there in April 2011 it was great going to tripoli and take some shots over there i really like that shot i see  it so emotional ... enjoy


========================================================

CameraNikon D300S
Exposure0.001 sec (1/2000)
Aperturef/2.0
Focal Length50 mm
ISO Speed200
Exposure Bias-1 EV
FlashNo Flash";"iawadi,awadi,lebanon,tipoli,tripoli,old,ancient,shoe,cleaner,face,man,B&amp;W,black,white";09/04/2011 11:22;05/06/2011 05:58
55255903  N07;34,439701;35,859298;5803802817;55255903  N07;Bilal Kamoon;L;L82;5803802817;Mountain Landscape (4);a landscape from my village (Tripoli - Lebanon);mountain,landscape,Tripoli,Lebanon,green,nature;24/04/2011 18:26;06/06/2011 12:56
54814790  N00;34,439701;35,859298;5838894164;54814790  N00;awadi;L;L81;5838894164;Old memories;"This old woman was watchin me taking some shots of me on that old road and starting shouting on us .. dont you want to take a photo of me why dont you take a photo of me :p she was great and she sure looked great .. this shot was in Lebanon Tarabulus.

===================================================

CameraNikon D300S
Exposure1/3200 sec
Aperturef/1.4
Focal Length50 mm
ISO Speed200
Exposure Bias-1 EV
FlashNo Flash";awadi,iawadi,lebanon,old,woman,bokeh,50mm,1.4,f1.4,portraits,natural,light;09/04/2011 11:35;16/06/2011 08:29
64174572  N08;34,436057;35,843324;5873693301;64174572  N08;Lebanon and Lyme;L;L83;5873693301;Souq, Tripoli, Lebanon - DSCF8857;Souq, Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;24/02/2011 23:12;26/06/2011 20:01
64174572  N08;34,435266;35,846096;5873695327;64174572  N08;Lebanon and Lyme;L;L83;5873695327;Tripoli, Lebanon - DSCF8860;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;24/02/2011 23:28;26/06/2011 20:02
64174572  N08;34,432291;35,840973;5873698799;64174572  N08;Lebanon and Lyme;L;L83;5873698799;Tripoli, Lebanon - DSCF8865;Tripoli, Lebanon. Who is the man in the picture ?;John Ridley,Lebanon,Tripoli;24/02/2011 23:32;26/06/2011 20:03
64174572  N08;34,430803;35,846928;5873701873;64174572  N08;Lebanon and Lyme;L;L83;5873701873;Tripoli, Lebanon - DSCF8918;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;25/02/2011 04:38;26/06/2011 20:04
64174572  N08;34,43118;35,845557;5873703573;64174572  N08;Lebanon and Lyme;L;L83;5873703573;Tripoli, Lebanon - DSCF8926;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;25/02/2011 04:41;26/06/2011 20:04
64174572  N08;34,456072;35,804752;5873705797;64174572  N08;Lebanon and Lyme;L;L83;5873705797;Tripoli, Lebanon - DSC00567;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;20/06/2011 13:33;26/06/2011 20:05
64174572  N08;34,4378;35,841343;5873714711;64174572  N08;Lebanon and Lyme;L;L83;5873714711;Tripoli, Lebanon - DSC00613;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;20/06/2011 14:25;26/06/2011 20:07
64174572  N08;34,438715;35,847559;5874238420;64174572  N08;Lebanon and Lyme;L;L83;5874238420;Souq, Tripoli, Lebanon - DSCF8849;Souq, Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;24/02/2011 22:52;26/06/2011 19:58
64174572  N08;34,453135;35,813219;5874244750;64174572  N08;Lebanon and Lyme;L;L83;5874244750;Souq, Tripoli, Lebanon - DSCF8853;Souq, Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;24/02/2011 22:58;26/06/2011 20:00
64174572  N08;34,435782;35,845107;5874249298;64174572  N08;Lebanon and Lyme;L;L83;5874249298;Souq, Tripoli, Lebanon - DSCF8856;Souq, Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;24/02/2011 23:07;26/06/2011 20:01
64174572  N08;34,451368;35,806056;5874273718;64174572  N08;Lebanon and Lyme;L;L83;5874273718;Tripoli, Lebanon - DSC00614;Tripoli, Lebanon. A mad mad on every corner.;John Ridley,Lebanon,Tripoli;20/06/2011 14:49;26/06/2011 20:08
64174572  N08;34,441186;35,847451;5874279530;64174572  N08;Lebanon and Lyme;L;L83;5874279530;Tripoli, Lebanon - DSC01771;Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;22/06/2011 14:25;26/06/2011 20:09
37449436  N03;34,439701;35,859298;5877915813;37449436  N03;matthew_carson;T;T138;5877915813;Tripoli, Lebanon;;;06/06/2010 15:32;27/06/2011 20:13
37449436  N03;34,446556;35,847015;5877917033;37449436  N03;matthew_carson;T;T138;5877917033;Tripoli;;Lebanon,Tripoli;06/06/2010 14:49;27/06/2011 20:13
37449436  N03;34,443724;35,847015;5878475524;37449436  N03;matthew_carson;T;T138;5878475524;Tripoli;;Lebanon,Tripoli;06/06/2010 14:49;27/06/2011 20:13
64174572  N08;34,448821;35,848388;5884470033;64174572  N08;Lebanon and Lyme;L;L83;5884470033;South Tripoli, Lebanon - DSC00555;South Tripoli, Lebanon;John Ridley,Lebanon,Tripoli;20/06/2011 13:32;29/06/2011 16:30
7413838  N08;34,446023;35,846328;5919419580;7413838  N08;Jere19;T;T139;5919419580;;;liban,lebanon,tripoli;06/07/2011 17:38;09/07/2011 18:23
7413838  N08;34,446023;35,846328;5919446472;7413838  N08;Jere19;T;T139;5919446472;;;liban,lebanon,tripoli;06/07/2011 18:49;09/07/2011 18:32
44405479  N03;34,4486;35,825428;5940367497;44405479  N03;seeko77;L;L84;5940367497;Untitled;Tripoli, Lebanon;;20/11/2010 12:18;15/07/2011 18:45
65505271  N08;34,439701;35,859298;5971424701;65505271  N08;wojdom;L;L85;5971424701;In Tripoli, Lebanon;;Lebanon,Tripoli;29/04/2011 16:06;24/07/2011 22:00
65505271  N08;34,439954;35,82443;5971459471;65505271  N08;wojdom;L;L85;5971459471;Rachid Karame International Exibition Center in Tripoli (Lebanon), was designed by the Brazilian architect Oscar Niemayer in 1960, but according to the civil war, which started in 1975, it has never been used since the sixties.;Rachid Karame International Exibition Center in Tripoli (Lebanon) was designed by the Brazilian architect Oscar Niemayer in 1960, but according to the civil war, which started in 1975, it has never been used since then. ;Lebanon,Tripoli,Rachid Karame International Exibition Center;03/05/2011 13:41;24/07/2011 22:11
65505271  N08;34,439457;35,847449;5971501103;65505271  N08;wojdom;L;L85;5971501103;Tripoli, Lebanon;;Lebanon,Tripoli;29/04/2011 12:37;24/07/2011 22:23
65505271  N08;34,435779;35,845072;5971503609;65505271  N08;wojdom;L;L85;5971503609;Mosque in Tripoli, Lebanon;;Lebanon,Tripoli;29/04/2011 13:26;24/07/2011 22:24
65505271  N08;34,438488;35,841661;5971985284;65505271  N08;wojdom;L;L85;5971985284;Modernistic building in Tripoli, Lebanon;;Lebanon,Tripoli;29/04/2011 16:46;24/07/2011 22:01
65505271  N08;34,433563;35,843902;5972064568;65505271  N08;wojdom;L;L85;5972064568;Tripoli, Lebanon;;Lebanon,Tripoli;29/04/2011 14:11;24/07/2011 22:25
74153838  N00;33,895425;35,491161;5977950882;74153838  N00;eenar_6;T;T140;5977950882;the road to tripoli, lebanon;i had arrived at 11.30pm. there was no habibi at the airport.;;08/06/2011 14:48;26/07/2011 13:24
74153838  N00;34,438203;35,852336;5978021200;74153838  N00;eenar_6;T;T140;5978021200;the road to tripoli, lebanon;i was shown the sights of the city. such as they were.;;08/06/2011 17:33;26/07/2011 13:52
74153838  N00;34,438203;35,852336;5978044908;74153838  N00;eenar_6;T;T140;5978044908;the road to tripoli, lebanon;i liked the way i was being taken care of.;salad,fresh,food,dish,lebanese,tripoli,lebanon;08/06/2011 18:05;26/07/2011 14:02
74153838  N00;34,438203;35,852336;5978932249;74153838  N00;eenar_6;T;T140;5978932249;the streets of tripoli, lebanon;;tripoli,lebanon,arabic;08/06/2011 20:11;26/07/2011 21:58
74153838  N00;34,438203;35,852336;5978989851;74153838  N00;eenar_6;T;T140;5978989851;the streets of tripoli, lebanon;;;09/06/2011 17:09;26/07/2011 22:18
74153838  N00;34,438203;35,852336;5979529806;74153838  N00;eenar_6;T;T140;5979529806;the streets of tripoli, lebanon;;;08/06/2011 20:55;26/07/2011 22:11
74153838  N00;34,438203;35,852336;5980446019;74153838  N00;eenar_6;T;T140;5980446019;the streets of tripoli, lebanon;;;08/06/2011 21:17;27/07/2011 09:36
74153838  N00;34,438203;35,852336;5980988428;74153838  N00;eenar_6;T;T140;5980988428;the streets of tripoli, lebanon;;;08/06/2011 19:37;27/07/2011 09:25
74153838  N00;34,438203;35,852336;5980995830;74153838  N00;eenar_6;T;T140;5980995830;the streets of tripoli, lebanon;;;08/06/2011 20:15;27/07/2011 09:30
74153838  N00;34,438203;35,852336;5981011554;74153838  N00;eenar_6;T;T140;5981011554;the streets of tripoli, lebanon;;;08/06/2011 20:18;27/07/2011 09:41
74153838  N00;34,438203;35,852336;5990199485;74153838  N00;eenar_6;T;T140;5990199485;the baker's son, lebanon;he seemed oblivious of his considerable charms.;VK;09/06/2011 17:58;30/07/2011 14:24
74153838  N00;34,438203;35,852336;5995222611;74153838  N00;eenar_6;T;T140;5995222611;the streets of tripoli, lebanon;the scent of gardenias;tripoli,lebanon;08/06/2011 21:02;31/07/2011 22:06
74153838  N00;34,438203;35,852336;5995796788;74153838  N00;eenar_6;T;T140;5995796788;the streets of tripoli, lebanon;the call of the muezzin;tripoli,lebanon;08/06/2011 21:14;31/07/2011 22:10
74153838  N00;34,438203;35,852336;6005751439;74153838  N00;eenar_6;T;T140;6005751439;habibi life, lebanon;i wanted to be gone;lebanon;09/06/2011 19:45;03/08/2011 19:06
74153838  N00;34,438203;35,852336;6005927574;74153838  N00;eenar_6;T;T140;6005927574;habibi life, lebanon;i felt as if everyone around me knew. ;;08/06/2011 21:41;03/08/2011 16:49
74153838  N00;34,438203;35,852336;6006075802;74153838  N00;eenar_6;T;T140;6006075802;habibi life, lebanon;it was all too much.;lebanon;09/06/2011 18:24;03/08/2011 17:44
74153838  N00;34,438203;35,852336;6006310454;74153838  N00;eenar_6;T;T140;6006310454;habibi life, lebanon;there seemed to be no way out;lebanon;09/06/2011 19:30;03/08/2011 19:11
48074201  N08;34,438203;35,852336;6011943415;48074201  N08;Science for Human Rights;L;L86;6011943415;Protesters express solidarity with Syria's anti-government protesters - Tripoli, Lebanon;"In a demonstration organized by Lebanese and Syrians living in Lebanon, a protester (right) holds a placard with a picture of 13-year-old Syrian boy Hamza al-Khatib, who activists say was tortured and killed by security forces, as another carries a placard reading: May you rest in heaven, my son.  Protesters marched to express solidarity with Syria's anti-government protesters, after the Friday prayers in Tripoli, northern Lebanon, 24 June 2011.    

© Reuters/Mohamed Azakir

Location on map is approximate.";LEBANON;05/08/2011 11:57;05/08/2011 18:57
37827720  N04;34,44208;35,843529;6014280473;37827720  N04;C.Stramba-Badiali;T;T104;6014280473;Tripoli - LEBANON -;"Tripoli old city.

© Christophe Stramba-Badiali";Liban,Lebanon;15/07/2009 18:27;06/08/2011 15:11
37827720  N04;34,436221;35,864524;6014824168;37827720  N04;C.Stramba-Badiali;T;T104;6014824168;Tripoli - LEBANON -;"Tripoli old city.

© Christophe Stramba-Badiali

Larger (better) version here : bighugelabs.com/onblack.php?id=6014824168&amp;size=large&amp;...";Liban,Lebanon,Tripoli,Tarabulus,North Lebanon,طَرَابُلُس‎,historical district,city,urbanisme,beton,Western Asia,Mediterranean sea,history,cultural,culture,tradition,ville,maison,house;15/07/2009 19:05;06/08/2011 15:10
37827720  N04;34,43169;35,870704;6014824850;37827720  N04;C.Stramba-Badiali;T;T104;6014824850;Lonely - LEBANON -;"Tripoli old city.

© Christophe Stramba-Badiali";Liban,Lebanon;15/07/2009 18:34;06/08/2011 15:10
37827720  N04;34,439701;35,859298;6014826492;37827720  N04;C.Stramba-Badiali;T;T104;6014826492;Gentlemen's hairdresser - LEBANON -;"Tripoli old city.

© Christophe Stramba-Badiali";Liban,Lebanon;15/07/2009 20:37;06/08/2011 15:11
74153838  N00;34,438203;35,852336;6017358339;74153838  N00;eenar_6;T;T140;6017358339;the street, lebanon;there is no confusion within me;;09/06/2011 18:21;07/08/2011 13:11
37827720  N04;34,438203;35,852336;6017510954;37827720  N04;C.Stramba-Badiali;T;T104;6017510954;the ruin, lebanon;this could happen to us. when we lose love.;;10/06/2011 15:34;07/08/2011 13:44
74153838  N00;34,439701;35,859298;6018039316;74153838  N00;C.Stramba-Badiali;T;T104;6018039316;the lover, lebanon;you will miss my embrace, habibi;;10/06/2011 15:36;07/08/2011 13:53
74875638  N00;34,437433;35,833553;6037292953;74875638  N00;Mark Jutton;T;T141;6037292953;Attractive gold  -LEBANON -;"Tripoli.

© Christophe Stramba-Badiali";Liban,Lebanon;15/07/2009 17:51;07/08/2011 10:09
74875638  N00;34,43928;35,8311;6037303157;74875638  N00;Mark Jutton;T;T141;6037303157;the ruin, lebanon;do you want to reduce us to this?;;10/06/2011 15:39;07/08/2011 13:58
74875638  N00;34,438988;35,831329;6037304301;74875638  N00;Mark Jutton;T;T141;6037304301;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 13:03;13/08/2011 08:08
74875638  N00;34,438783;35,83179;6037307315;74875638  N00;Mark Jutton;T;T141;6037307315;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 13:10;13/08/2011 08:14
74875638  N00;34,440293;35,830072;6037312535;74875638  N00;Mark Jutton;T;T141;6037312535;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 13:11;13/08/2011 08:15
74875638  N00;34,438687;35,831916;6037856592;74875638  N00;Mark Jutton;T;T141;6037856592;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 13:16;13/08/2011 08:17
74875638  N00;34,437091;35,833919;6037867862;74875638  N00;Mark Jutton;T;T141;6037867862;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 14:02;13/08/2011 08:20
74875638  N00;34,454122;35,808865;6037870828;74875638  N00;Mark Jutton;T;T141;6037870828;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 13:14;13/08/2011 08:16
74875638  N00;34,437033;35,831999;6037871434;74875638  N00;Mark Jutton;T;T141;6037871434;Walking round Tripoli, Lebanon;;Tripoli,Lebanon,Middle East;01/06/2011 14:53;13/08/2011 08:24
74153838  N00;34,438203;35,852336;6044972009;74153838  N00;eenar_6;T;T140;6044972009;habibi life, lebanon;i was not going to be taken for granted, i said.;;09/06/2011 19:53;15/08/2011 11:26
74153838  N00;34,438203;35,852336;6045077471;74153838  N00;eenar_6;T;T140;6045077471;habibi life, lebanon;a strong wind began to blow. it cleared the air. i got the answer i wanted to hear.;;10/06/2011 15:44;15/08/2011 12:16
74153838  N00;34,438203;35,852336;6050300919;74153838  N00;eenar_6;T;T140;6050300919;life with habibi, lebanon;he had me convinced. more or less.;;10/06/2011 19:39;16/08/2011 20:44
74153838  N00;34,438203;35,852336;6050422453;74153838  N00;eenar_6;T;T140;6050422453;life with habibi, lebanon;happiness, sadness, these are fleeting states. they come and they go.;lebanon,tripoli,cemetary;10/06/2011 20:05;16/08/2011 21:24
65125812  N08;34,438203;35,852336;6062314433;65125812  N08;Zagros.os;T;T141;6062314433;Density;I took this photo from a fort in Tripoli - Lebanon .. the viewer can notice the density of building .. the population is too high in Tripoli and it's where most of the Muslims live unlike Beirut where mostly christians live in it.;lebanon,tripoli,old,buildings,density,beirut,population;05/12/2009 17:17;20/08/2011 18:14
66864536  N06;34,439701;35,859298;6085905862;66864536  N06;Alexandre D...;T;T142;6085905862;A6;;Liban,portraits;13/08/2011 21:01;27/08/2011 15:04
62631108  N06;34,43165;35,835825;6090498164;62631108  N06;riam bou ziab;L;L87;6090498164;Tripoli-Lebanon;;;24/05/2011 21:10;28/08/2011 20:48
66936217  N07;34,458947;35,815074;6096858162;66936217  N07;Vanessa Turp;T;T143;6096858162;Tripoli, Lebanon;;;10/04/2009 12:49;30/08/2011 14:28
49909904  N02;34,436124;35,843266;6108141517;49909904  N02;Thierry_Armandon;T;T144;6108141517;Tripoli;;;22/07/2009 08:18;03/09/2011 09:52
49909904  N02;34,447688;35,854568;6108692220;49909904  N02;Thierry_Armandon;T;T144;6108692220;Tripoli;;;22/07/2009 09:07;03/09/2011 09:53
65113433  N08;34,445706;35,864868;6113807262;65113433  N08;majed54;L;L88;6113807262;Lebanon moon and sea;Tripoli, ras al sakher coast ;night and morning;12/08/2011 04:18;04/09/2011 20:07
44989724  N07;34,429991;35,825042;6114698559;44989724  N07;haissamyahya;L;L89;6114698559;Stormy Sunset in Tripoli, Lebanon;;lebanon,tripoli,sunset,storm,sea,clouds;03/08/2009 08:21;05/09/2011 04:56
7419140  N05;34,450449;35,820407;6121929333;7419140  N05;rabajoghli;L;L90;6121929333;Tea House - Tripoli, Lebanon;;;18/08/2011 14:00;07/09/2011 01:15
58228334  N04;34,433981;35,844581;6126872246;58228334  N04;stevestravels1;T;T145;6126872246;TRIPOLI, LEBANON;;;08/09/2011 11:04;08/09/2011 10:34
59223563  N06;34,426397;35,83517;6139281657;59223563  N06;SuSu SAaD;L;L91;6139281657;Abu Samra, Tripoli. Lebanon;Yellow, red, brown. ;Abu Samra,Tripoli,Lebanon;12/09/2011 09:40;12/09/2011 08:40
59223563  N06;34,440044;35,867889;6139787458;59223563  N06;SuSu SAaD;L;L91;6139787458;Abu Samra, Lebanon Stairs;;Tripoli,Lebanon;12/09/2011 09:15;12/09/2011 08:15
67450419  N02;34,415973;35,878051;6140714311;67450419  N02;Sara Khodr;L;L92;6140714311;Castle of Desert;"Asr Al Hilu""..AbdulRahman AlHallab in Tripoli, Lebanon";Tripoli,Lebanon,Abu Samra,Beirut;01/08/2011 00:00;12/09/2011 18:04
8088330  N06;34,433167;35,842393;6142114337;8088330  N06;ravikjolly;T;T146;6142114337;Old Souk, Tripoli, Lebanon (Bessa-L);"Camera: Voigtlaender Bessa-L, 15mm Heliar
Film: Kodak Ektar 100

Just returned from a 10-day jaunt to Lebanon. Shot a ton of rolls of film and will be uploading as soon as I (s)can.";Bessa-L,Voigtlander,Voigtlaender,Heliar 15mm,Lebanon,Tripoli,Souk,Middle East,Ektar;12/09/2011 22:03;13/09/2011 02:11
67450419  N02;34,439701;35,859298;6146619716;67450419  N02;Sara Khodr;L;L92;6146619716;Tripoli;The view from the balcony. ;Tripoli,Lebanon,Abu Samra,Beirut;01/08/2011 00:00;14/09/2011 07:38
8088330  N06;34,438982;35,820665;6167652457;8088330  N06;ravikjolly;T;T146;6167652457;Old Men, Old City, Tripoli (Holga);"Camera: Holga
Film: Shanghai GP3

I instantly regretted not getting closer to these guys when I took this shot. But after seeing the final product, I guess I can live with it. You see more of the context, with the old arches, tattered A/C units, tacky string lights, and other real-life details. Still, I think this capture has a lonely solitary feel which is a little disingenuous -- it was actually a fairly lively corner. ";"Lebanon,Tripoli,Holga,B&amp;W";15/09/2011 22:59;21/09/2011 01:51
67548948  N03;34,444574;35,844955;6186286518;67548948  N03;Jakub Tuma Photography;L;L93;6186286518;Working for the living;Young man polishing shoes on a square in Tripoli, Lebanon;Lebanon,Work,Shoes,Portrait;26/09/2011 20:29;26/09/2011 18:29
68077812  N05;34,443599;35,853366;6202517398;68077812  N05;Luke Franks;T;T147;6202517398;;;lebanon,tripoli;30/12/2010 22:17;02/10/2011 03:12
34458831  N08;34,447405;35,847358;6202618811;34458831  N08;edy4eva;L;L95;6202618811;Tripoli - Lebanon;Early Sunday morning in July 11.;Tripoli,Lebanon;03/07/2011 14:45;02/10/2011 08:19
34458831  N08;34,44783;35,844955;6203130642;34458831  N08;edy4eva;L;L95;6203130642;Mina - Tripoli;"July 2011
Fishermen's harbour";Tripoli,Mina,Harbour,Lebanon;03/07/2011 15:15;02/10/2011 08:18
34458831  N08;34,457219;35,823326;6203131862;34458831  N08;edy4eva;L;L95;6203131862;Maarad - Tripoli;Jul/11;;10/07/2011 03:11;02/10/2011 08:19
8088330  N06;34,445116;35,841121;6203702795;8088330  N06;ravikjolly;T;T146;6203702795;Traversing, Tripoli Souk (Bessa-L);"Camera: Voigtlaender Bessa-L, 15mm Heliar
Film: Kodak Ektar 100
";Lebanon,Tripoli,Voigtlander,Voigtlaender,Bessa-L,Heliar 15mm,Ektar,Souk;02/10/2011 12:03;02/10/2011 16:03
61521316  N06;34,445423;35,847015;6223244343;61521316  N06;Rim Photog[r]afei;L;L96;6223244343;Tripoli , Lebanon;;;02/10/2011 10:19;08/10/2011 17:46
61521316  N06;34,436604;35,845163;6223752162;61521316  N06;Rim Photog[r]afei;L;L96;6223752162;There's definitely a light at the end;;Tunnel,tripoli lebanon;02/10/2011 10:03;08/10/2011 17:42
62933967  N02;34,442271;35,827709;6231980392;62933967  N02;ScottPreston;T;T147;6231980392;Tripoli, Lebanon;"To the Blog!-

beirutmabitmoot.wordpress.com/";;01/10/2011 13:17;10/10/2011 20:03
62933967  N02;34,454813;35,814221;6233114007;62933967  N02;ScottPreston;T;T147;6233114007;Walking the Dock (Tripoli, Lebanon);"To the Blog! 

beirutmabitmoot.wordpress.com/";Lebanon,Travel,Middle,East;01/10/2011 16:01;11/10/2011 06:01
62933967  N02;34,435554;35,843487;6233588000;62933967  N02;ScottPreston;T;T147;6233588000;Soap Prayer Beads (Tripoli, Lebanon);"To the Blog! 

beirutmabitmoot.wordpress.com/";Lebanon,Travel,Middle,East;01/10/2011 13:38;11/10/2011 05:37
62933967  N02;34,435593;35,843233;6233610174;62933967  N02;ScottPreston;T;T147;6233610174;Malmuk Baths (Tripoli, Lebanon);"To the Blog! 

beirutmabitmoot.wordpress.com/";Lebanon,Travel,Middle,East;01/10/2011 14:36;11/10/2011 05:49
25263707  N00;34,435578;35,846285;6341357941;25263707  N00;Another Wanderer;L;L97;6341357941;Tripoli, Lebanon;I had forgotten how much I enjoyed Tripoli. What a wonderful, fascinating city to experience. I went to Lebanon without plans or even a guidebook, and it worked out really well.;;10/03/2010 07:45;13/11/2011 22:13
25263707  N00;34,4349;35,842352;6341358915;25263707  N00;Another Wanderer;L;L97;6341358915;Tripoli, Lebanon;;;10/03/2010 08:03;13/11/2011 22:13
25263707  N00;34,433099;35,844802;6341361039;25263707  N00;Another Wanderer;L;L97;6341361039;Tripoli, Lebanon;;;10/03/2010 08:31;13/11/2011 22:14
25263707  N00;34,434004;35,84357;6342108560;25263707  N00;Another Wanderer;L;L97;6342108560;Tripoli, Lebanon;;;10/03/2010 08:25;13/11/2011 22:14
7140796  N05;34,452032;35,816504;6377040081;7140796  N05;Craig !;T;T148;6377040081;Mosque - Tripoli, Lebanon;;;20/11/2011 17:20;21/11/2011 15:38
61128923  N00;34,473052;35,915222;6382883949;61128923  N00;Lindsay_NYC;T;T125;6382883949;Krik, he'll shoot you with his canon;Today's the one year anniversary of the Beirut Street Photographers and I thought that in honor of the day I'd go back into the archives and upload a few photos. There are still so many that I could post!;BSP,tripoli,lebanon,krikorian,mher;16/01/2011 04:40;22/11/2011 13:21
61128923  N00;34,473052;35,915222;6382886547;61128923  N00;Lindsay_NYC;T;T125;6382886547;laundry;Today's the one year anniversary of the Beirut Street Photographers and I thought that in honor of the day I'd go back into the archives and upload a few photos. There are still so many that I could post!;BSP,tripoli,lebanon,laundry,window;16/01/2011 04:55;22/11/2011 13:21
34458831  N08;34,441934;35,830893;6410915689;34458831  N08;edy4eva;L;L95;6410915689;Nadim El Jisr Street - Tripoli Lebanon;An unusually quiet evening.;;08/11/2011 02:20;27/11/2011 12:13
43904604  N06;34,455933;35,810454;6473976177;43904604  N06;Jobopa;T;T84;6473976177;Way to nowhere;"Way to nowhere in Tripoli, Lebanon.

By Jordi Boixareu © All rights reserved";way,nowhere,apocalyptic,rail,water,sea,tripoli,lebanon,loneliness,sky,lamps,the end,jordi boixareu,film,analog,analogue,nikon fm2,photo,photography,image,pic,picture,imatge,imagen,tarabulus;08/12/2011 00:04;07/12/2011 23:05
57426721  N03;34,444999;35,85268;6481374203;57426721  N03;Guillaume Duprez;T;T148;6481374203;Tripoli, Lebanon;;Liban,Lebanon,Tripoli;29/11/2011 12:10;09/12/2011 11:52
57426721  N03;34,442972;35,825925;6481374681;57426721  N03;Guillaume Duprez;T;T148;6481374681;Tripoli, Lebanon;;Liban,Lebanon,Tripoli;29/11/2011 15:46;09/12/2011 11:52
57426721  N03;34,437088;35,831972;6481375353;57426721  N03;Guillaume Duprez;T;T148;6481375353;Tripoli, Lebanon;;Liban,Lebanon,Tripoli;29/11/2011 16:01;09/12/2011 11:52
57426721  N03;34,453901;35,814858;6481375733;57426721  N03;Guillaume Duprez;T;T148;6481375733;Tripoli, Lebanon;;Liban,Lebanon,Tripoli;29/11/2011 16:12;09/12/2011 11:52
57426721  N03;34,452685;35,81933;6481376019;57426721  N03;Guillaume Duprez;T;T148;6481376019;Tripoli, Lebanon;;Liban,Lebanon,Tripoli;29/11/2011 16:25;09/12/2011 11:53
57426721  N03;34,433131;35,842346;6481422493;57426721  N03;Guillaume Duprez;T;T148;6481422493;Tripoli, Lebanon;;;30/11/2011 10:40;09/12/2011 12:11
57426721  N03;34,435535;35,843658;6481422739;57426721  N03;Guillaume Duprez;T;T148;6481422739;Tripoli, Lebanon;;;30/11/2011 10:51;09/12/2011 12:11
57426721  N03;34,437388;35,846295;6481422993;57426721  N03;Guillaume Duprez;T;T148;6481422993;Tripoli, Lebanon;;;30/11/2011 10:55;09/12/2011 12:11
57426721  N03;34,435949;35,845588;6481423193;57426721  N03;Guillaume Duprez;T;T148;6481423193;Tripoli, Lebanon;;;30/11/2011 11:07;09/12/2011 12:11
57426721  N03;34,435843;35,845021;6481423449;57426721  N03;Guillaume Duprez;T;T148;6481423449;Tripoli, Lebanon;;;30/11/2011 11:10;09/12/2011 12:11
39172158  N00;34,439701;35,859298;6492562327;39172158  N00;Qiche;T;T88;6492562327;Tailor;"Tripoli, Lebanon
";tailor,sew,sewing,middle east,lebanon,lebanese,man,people,person,souk,trade,business;05/04/2009 14:54;11/12/2011 14:27
71092638  N04;34,439701;35,859298;6500787841;71092638  N04;Michal Jerabek;T;T149;6500787841;Nahr al-Bared, First to return to the camp;First returnees to the destroyed Palestinian refugee camp Nahr al-Bared (Lebanon) in 2008 squatting in the outskirts of the camp in what remained of some houses.;LEBANON,NAHR-AL-BARED,PALESTINIAN,REFUGEE,RETURN;26/02/2008 13:57;12/12/2011 19:33
