	image name	category	cat_id	index	UserId 	Lat	Long	PhotoId	ID 	Name	Nationality	Num	PhotoID	Title	Description	User tags	Time taken	Time posted
468	28238436914.jpg	landscape scenery and natural features	5	28238436914														
469	30485498870.jpg	landscape scenery and natural features	5	30485498870														
470	3055276449.jpg	landscape scenery and natural features	5	3055276449	17304086  N06	34,461277	35,849761	3055276449.0	17304086  N06	Bassim	L	L17	3055276449.0	Fairy Tale	Old trail in Tripoli Lebanon		01/11/2008 02:31	24/11/2008 12:48
471	30669433682.jpg	landscape scenery and natural features	5	30669433682														
472	30788158176.jpg	landscape scenery and natural features	5	30788158176														
473	315461588.jpg	landscape scenery and natural features	5	315461588	28657786  N00	34,456788	35,81144	315461588.0	28657786  N00	AsMiCanC	T	T14	315461588.0	Tripoli, Lebanon			20/09/2005 12:43	06/12/2006 05:44
474	32716306681.jpg	landscape scenery and natural features	5	32716306681														
475	347073393.jpg	landscape scenery and natural features	5	347073393	98674392  N00	34,452633	35,805226	347073393.0	98674392  N00	Laila	L	L7	347073393.0	noonish	El-mina, Tripoli, Lebanon		30/12/2006 07:43	05/01/2007 22:39
476	3624087779.jpg	landscape scenery and natural features	5	3624087779	26206289  N08	34,453782	35,803733	3624087779.0	26206289  N08	Sarah Haddad	L	L14	3624087779.0	Northern Sunset	El-Mina [ Tripoli - Lebanon ]	Nikon,F65,Film,Sea,Sky,Boat,Sunset,Sun,Island,Mina,Black and White,Tripoli	09/06/2009 15:58	14/06/2009 10:28
477	3689329391.jpg	landscape scenery and natural features	5	3689329391	24569470  N03	34,454883	35,813421	3689329391.0	24569470  N03	(anna trudolyubova)	T	T64	3689329391.0	Tripoli, Lebanon	picture was taken in 2004		05/07/2009 16:10	05/07/2009 12:10
478	3793111612.jpg	landscape scenery and natural features	5	3793111612	39316252  N08	34,455041	35,815048	3793111612.0	39316252  N08	Nadine El Dimassi	L	L22	3793111612.0	Tripoli  / Lebanon		sea,lebanon,tripoli,water,boat,reflection,port,sky	26/07/2009 09:26	05/08/2009 19:22
479	385379115.jpg	landscape scenery and natural features	5	385379115	77457666  N00	34,444881	35,810695	385379115.0	77457666  N00	Joachim Flem	T	T18	385379115.0	Tornado outside Tripoli, Lebanon		Lebanon,UNIFIL II,Navy,Tornado,Tripoli	30/01/2007 09:21	10/02/2007 11:17
480	41916860.jpg	landscape scenery and natural features	5	41916860	39034401  N00	34,450854	35,817905	41916860.0	39034401  N00	Brian Sigafoos	T	T6	41916860.0	tripoli--trablus0093		tripoli,lebanon	12/10/2003 07:39	10/09/2005 07:12
481	4274290723.jpg	landscape scenery and natural features	5	4274290723	30157598  N05	34,461139	35,807236	4274290723.0	30157598  N05	danalysis	L	L31	4274290723.0	Niemeyer in Lebanon	Abandoned fairgrounds.		23/01/2010 06:52	27/01/2010 17:09
482	4560470437.jpg	landscape scenery and natural features	5	4560470437	45499313  N03	34,439636	35,811761	4560470437.0	45499313  N03	sleiman b	L	L36	4560470437.0	DSC_2148			05/04/2010 18:04	28/04/2010 17:11
483	5347243943.jpg	landscape scenery and natural features	5	5347243943	57772405  N05	34,452561	35,806906	5347243943.0	57772405  N05	Alexandre El Ayoubi	L	L65	5347243943.0	Sunset on the mediterranean			12/07/2010 18:46	12/01/2011 00:49
484	5448799722.jpg	landscape scenery and natural features	5	5448799722	61128923  N00	34,439701	35,859298	5448799722.0	61128923  N00	Lindsay_NYC	T	T125	5448799722.0	saida		saida,BSP	13/02/2011 03:53	15/02/2011 18:26
485	5496898321.jpg	landscape scenery and natural features	5	5496898321	59868851  N02	34,456019	35,808254	5496898321.0	59868851  N02	AbdulRahim 83	L	L68	5496898321.0	Tripoli, Lebanon, Mina, Corniche, AlMina, North, Beach, Sea, Boat, Fishing, Fishermen		Tripoli,Lebanon,Mina,Corniche,AlMina,North,Beach,Sea,Boat,island,Islands	23/12/2010 15:57	04/03/2011 17:28
486	5567475634.jpg	landscape scenery and natural features	5	5567475634	26278407  N02	34,454456	35,807451	5567475634.0	26278407  N02	gehad83	L	L70	5567475634.0	Tripoli, Lebanon		Lebanon,Tripoli	26/03/2011 10:47	28/03/2011 07:53
487	5716623453.jpg	landscape scenery and natural features	5	5716623453														
488	5873705797.jpg	landscape scenery and natural features	5	5873705797	64174572  N08	34,456072	35,804752	5873705797.0	64174572  N08	Lebanon and Lyme	L	L83	5873705797.0	Tripoli, Lebanon - DSC00567	Tripoli, Lebanon	John Ridley,Lebanon,Tripoli	20/06/2011 13:33	26/06/2011 20:05
489	5919419580.jpg	landscape scenery and natural features	5	5919419580	7413838  N08	34,446023	35,846328	5919419580.0	7413838  N08	Jere19	T	T139	5919419580.0			liban,lebanon,tripoli	06/07/2011 17:38	09/07/2011 18:23
490	5919446472.jpg	landscape scenery and natural features	5	5919446472	7413838  N08	34,446023	35,846328	5919446472.0	7413838  N08	Jere19	T	T139	5919446472.0			liban,lebanon,tripoli	06/07/2011 18:49	09/07/2011 18:32
491	6037304301.jpg	landscape scenery and natural features	5	6037304301	74875638  N00	34,438988	35,831329	6037304301.0	74875638  N00	Mark Jutton	T	T141	6037304301.0	Walking round Tripoli, Lebanon		Tripoli,Lebanon,Middle East	01/06/2011 13:03	13/08/2011 08:08
492	6045077471.jpg	landscape scenery and natural features	5	6045077471	74153838  N00	34,438203	35,852336	6045077471.0	74153838  N00	eenar_6	T	T140	6045077471.0	habibi life, lebanon	a strong wind began to blow. it cleared the air. i got the answer i wanted to hear.		10/06/2011 15:44	15/08/2011 12:16
493	6090498164.jpg	landscape scenery and natural features	5	6090498164	62631108  N06	34,43165	35,835825	6090498164.0	62631108  N06	riam bou ziab	L	L87	6090498164.0	Tripoli-Lebanon			24/05/2011 21:10	28/08/2011 20:48
494	6113807262.jpg	landscape scenery and natural features	5	6113807262	65113433  N08	34,445706	35,864868	6113807262.0	65113433  N08	majed54	L	L88	6113807262.0	Lebanon moon and sea	Tripoli, ras al sakher coast 	night and morning	12/08/2011 04:18	04/09/2011 20:07
495	6114698559.jpg	landscape scenery and natural features	5	6114698559	44989724  N07	34,429991	35,825042	6114698559.0	44989724  N07	haissamyahya	L	L89	6114698559.0	Stormy Sunset in Tripoli, Lebanon		lebanon,tripoli,sunset,storm,sea,clouds	03/08/2009 08:21	05/09/2011 04:56
496	6203130642.jpg	landscape scenery and natural features	5	6203130642	34458831  N08	34,44783	35,844955	6203130642.0	34458831  N08	edy4eva	L	L95	6203130642.0	Mina - Tripoli	"July 2011
Fishermen's harbour"	Tripoli,Mina,Harbour,Lebanon	03/07/2011 15:15	02/10/2011 08:18
497	6622883363.jpg	landscape scenery and natural features	5	6622883363	66167863  N06	34,444999	35,85268	6622883363.0	66167863  N06	][\/][arîam	L	L100	6622883363.0	Sunset	Al Mina' - Tripoli - Lebanon		05/12/2011 23:01	02/01/2012 21:30
498	6697117547.jpg	landscape scenery and natural features	5	6697117547	56929952  N02	34,452689	35,817509	6697117547.0	56929952  N02	mounzer_hamze	L	L99	6697117547.0	El Mina 4	El Mina, Tripoli, Lebanon		14/01/2012 13:50	14/01/2012 21:50
499	6797392725.jpg	landscape scenery and natural features	5	6797392725	33863436  N07	34,454362	35,807527	6797392725.0	33863436  N07	haithamhammoud	L	L105	6797392725.0	Tripoli - Lebanon Sea View	fisher boats waiting to sail for night fishing		29/01/2012 16:14	31/01/2012 20:17
500	7166898196.jpg	landscape scenery and natural features	5	7166898196	54768669  N04	34,455919	35,811358	7166898196.0	54768669  N04	Lara689	L	L109	7166898196.0	Summer		instagram app,square,square format,iphoneography	09/05/2012 23:41	09/05/2012 20:41
501	7187748619.jpg	landscape scenery and natural features	5	7187748619	62368026  N07	34,43298	35,812907	7187748619.0	62368026  N07	linasoufi	L	L99	7187748619.0	Jazziret el araneb	"tripoli-lebanon
"	sea,summer,sky,tripoli,lebanon	14/06/2012 02:52	14/06/2012 21:37
502	7275465620.jpg	landscape scenery and natural features	5	7275465620	27801592  N05	34,453732	35,803056	7275465620.0	27801592  N05	imad.elanis.net	L	L113	7275465620.0	Tripoli - Lebanon			27/05/2012 00:27	26/05/2012 21:27
503	7762555378.jpg	landscape scenery and natural features	5	7762555378														
504	8267287716.jpg	landscape scenery and natural features	5	8267287716	90478961  N00	34,436212	35,842106	8267287716.0	90478961  N00	SecretSushi	L	L125	8267287716.0	Sunset at El Mina Tripoli Lebanon			28/11/2012 16:25	12/12/2012 14:36
505	8327358394.jpg	landscape scenery and natural features	5	8327358394	91654609  N04	34,439063	35,825179	8327358394.0	91654609  N04	myriam.samad	L	L127	8327358394.0	SAM_2234	tree at maarad in Tripoli Lebanon		14/04/2011 00:25	30/12/2012 20:37
506	8329482706.jpg	landscape scenery and natural features	5	8329482706	91654609  N04	34,455093	35,809374	8329482706.0	91654609  N04	myriam.samad	L	L127	8329482706.0	5		beirut,rawcheh	06/04/2012 08:07	31/12/2012 08:49
507	8408966116.jpg	landscape scenery and natural features	5	8408966116	91256080  N02	34,452108	35,805654	8408966116.0	91256080  N02	Mayssa.elbaf	L	L129	8408966116.0	Relaxing Sea View   Tripoli, Lebanon			01/12/2012 02:20	23/01/2013 16:12
508	8432192367.jpg	landscape scenery and natural features	5	8432192367	7343560  N04	34,435593	35,843635	8432192367.0	7343560  N04	Usman Bin Younos	L	L131	8432192367.0	Tripoli, Lebanon			31/01/2013 08:28	31/01/2013 17:16
509	8483475478.jpg	landscape scenery and natural features	5	8483475478	28490141  N03	34,456653	35,810858	8483475478.0	28490141  N03	rabiem22	L	L114	8483475478.0	Complicated Sunset		Sunset,Lebanon,Tripoli,Clouds,Orange,Black,me2youphotographylevel1,Photography_for_Recreation	17/02/2013 18:25	17/02/2013 20:15
510	8566347904.jpg	landscape scenery and natural features	5	8566347904	61521316  N06	34,2555	35,484679	8566347904.0	61521316  N06	Rim Photog[r]afei	L	L96	8566347904.0	Sunset In March	"""Like the Sunrise, some things just have to happen and all you can do is watch""
"	Tripoli Lebanon,March	18/03/2013 05:22	17/03/2013 19:51
511	8754218276.jpg	landscape scenery and natural features	5	8754218276	37641030  N06	34,433333	35,844333	8754218276.0	37641030  N06	sakkaoui	L	L134	8754218276.0	Triploi, El Mina			05/05/2013 17:36	19/05/2013 13:37
512	8856567999.jpg	landscape scenery and natural features	5	8856567999	91025319  N07	34,396818	35,803154	8856567999.0	91025319  N07	Dima.Sari	L	L135	8856567999.0	Sunny Tripoli , Lebanon		lebanon	27/05/2013 10:53	27/05/2013 17:53
513	9672996971.jpg	landscape scenery and natural features	5	9672996971	99419960  N08	34,453067	35,80705	9672996971.0	99419960  N08	AntoineLeb	L	L145	9672996971.0	Sunset in Mina , Tripoli , Lebanon		sunset,lebanon,tripoli,mina,elmina,sea,boats,flag,yellow,sky,sun,clouds	04/09/2013 14:48	04/09/2013 21:48
514	9893879004.jpg	landscape scenery and natural features	5	9893879004														
515	105262408.jpg	monuments	6	105262408														
516	11688273114.jpg	monuments	6	11688273114	113003939  N08	34,366091	35,781969	11688273114.0	113003939  N08	hala_jundi	L	L155	11688273114.0	Spiritual divinity	Sunset of heaven	مسجد الوفاء,Denim filter	15/12/2013 16:15	01/01/2014 15:52
517	13950153608.jpg	monuments	6	13950153608	8643903  N03	34,434677	35,842478	13950153608.0	8643903  N03	[marmalade_sky]	T	T166	13950153608.0	Mosque of Tripoli, Lebanon		Lebanon,mosque,Tripoli,مسجد,لبنان,طرابلس,مئذنة	01/04/2013 22:02	08/05/2014 11:00
518	14057411827.jpg	monuments	6	14057411827	95244289  N07	34,435568	35,84359	14057411827.0	95244289  N07	Khan Al Saboun	L	L157	14057411827.0	#FBT	"
#FBT In the beginning of the 14th AC, Khan Al Saboun was the first trade center in the Middle East area and has acquired a prestigious post in the international trade world for specializing in natural cosmetics and handmade soaps. 
 The inheriting family led by Dr. Bader Hassoun of Tripoli, Lebanon, practiced the science of pharmacy &amp; natural therapy from more than 600 years ago and has revived the Khan Al Saboun legend till today by developing a special line of beauty and cosmetics as natural skincare. addition to organic food production like olive oil ,rose water blossom water and all this in the environmental village of Dr. Bader Hassoun"	#FBT,triploli,lebanon,soapproduction,beautysupply,history,prestigious,skincare,cosmetics,legend,heritage	22/05/2014 12:24	22/05/2014 11:52
519	14288144756.jpg	monuments	6	14288144756	30988225  N05	34,436588	35,838632	14288144756.0	30988225  N05	theodor_bafitos	T	T51	14288144756.0	#tall #square #tripoli #lebanon #ottoman #historical #ig_Leb #ig_Lebanese #ig_Lebanon #proudlylebanese #insta_lebanese #insta_lebnen #insta_lebanon #amazinglebanon #lebaneseonly #instagram		instagram app,square,square format,iphoneography	31/05/2014 03:04	31/05/2014 10:04
520	15004105359.jpg	monuments	6	15004105359	73286409  N03	34,445778	35,845339	15004105359.0	73286409  N03	Melhem.Rizk	L	L158	15004105359.0	Al Mansouri Mosque, Tripoli Lebanon		Red	06/09/2014 11:30	09/09/2014 17:14
521	158371189.jpg	monuments	6	158371189	80806685  N00	34,434653	35,84234	158371189.0	25798931  N00	James Holme	T	T7	201754890.0	Children at play, Tripoli Lebanon.	Children at play, Tripoli Lebanon.	Lebanon,Tripoli,People	17/04/2006 08:53	30/07/2006 13:45
522	16067383426.jpg	monuments	6	16067383426	79004039  N00	34,43311	35,84461	16067383426.0	79004039  N00	Tom Shakely	T	T176	16067383426.0	Inside view of Citadel grounds, Tripoli, Lebanon. 16 December 1958			16/12/1958 00:00	24/12/2014 07:31
523	16127694982.jpg	monuments	6	16127694982	130127280  N04	34,435638	35,843747	16127694982.0	130127280  N04	nazih.fares	L	L168	16127694982.0	Christmas time in Lebanon		Lebanon,Beirut,Tripoli,Christmas	26/12/2014 12:41	28/12/2014 14:37
524	16268856820.jpg	monuments	6	16268856820	21909297  N05	34,435921	35,845676	16268856820.0	21909297  N05	iSabra	L	L41	16268856820.0	Tripoli old Souk Market	Taken during my last visit to Lebanon in 2013...	black,white,candid,mamiya,7ii,43mm,film,analog,lebanon,tripoli,middleast	06/02/2015 23:06	06/02/2015 12:11
525	17303441818.jpg	monuments	6	17303441818	30988225  N05	34,435955	35,84558	17303441818.0	30988225  N05	theodor_bafitos	T	T51	17303441818.0	The Hidden Old Souks of Tripoli . Khan el Khiyatin . Tripoli . Lebanon #khanelkhayatin #tripoli #lebanon #livelovetripoli #livelovebeirut #livelovelebanon #amazinglebanon #proudlylebanese #ig_leb #ig_lebanon #wearelebanon #worldunion #worldcaptures #wonde		instagram app,square,square format,iphoneography	10/05/2015 08:11	10/05/2015 15:11
526	17547871466.jpg	monuments	6	17547871466	34001544  N08	34,435961	35,84557	17547871466.0	34001544  N08	Mr Ulster	T	T178	17547871466.0	20150507 Lebanon P5070149	Passage. Tripoli, Lebanon.	Lebanon,Tripoli,travel	07/05/2015 09:50	12/05/2015 21:47
527	17571926792.jpg	monuments	6	17571926792	34001544  N08	34,435952	35,846309	17571926792.0	34001544  N08	Mr Ulster	T	T178	17571926792.0	20150507 Lebanon P5070143	Historic mosque. Tripoli, Lebanon.	Lebanon,Tripoli,travel	07/05/2015 09:43	12/05/2015 21:47
528	17885091020.jpg	monuments	6	17885091020	55380804  N06	34,436011	35,845405	17885091020.0	55380804  N06	Sonja Ooms	T	T179	17885091020.0	Tripoli, Lebanon	"Visit to the Souks in Tripoli, Lebanon.
May 2015"	Lebanon,TRIPOLI,SOUK,MARKET,MIDDLE-EAST	23/05/2015 12:47	25/05/2015 08:33
529	205102592.jpg	monuments	6	205102592	90223784  N00	34,436829	35,838084	205102592.0	90223784  N00	Bryan asmar	L	L3	205102592.0	night scene 4 the horloge tripoli lebanon			30/08/2005 08:56	02/08/2006 19:53
530	212282179.jpg	monuments	6	212282179	78156949  N00	34,436788	35,8383	212282179.0	78156949  N00	jmserh	L	L4	212282179.0	Tripoli, Lebanon		Tripoli,Lebanon	24/04/2006 18:14	11/08/2006 05:02
531	2235128727.jpg	monuments	6	2235128727	81247086  N00	34,434655	35,842398	2235128727.0	81247086  N00	Nick Leonard	T	T35	2235128727.0	A mosque in Tripoli, Lebanon.	mosque,Tripoli,Lebanon,2003,travel,Middle East,Fertile Crescent	23/03/2003 14:03	02/02/2008 01:02	
532	2235130125.jpg	monuments	6	2235130125	81247086  N00	34,433546	35,84482	2235130125.0	81247086  N00	Nick Leonard	T	T35	2235130125.0	A castle in Tripoli, Lebanon.	castle,fortress,Tripoli,Lebanon,2003,travel,Middle East,Fertile Crescent	23/03/2003 14:49	02/02/2008 01:03	
533	23201839553.jpg	monuments	6	23201839553	61354839  N06	34,4545	35,812999	23201839553.0	61354839  N06	Helmut Schönberger	T	T184	23201839553.0				01/08/1977 00:00	18/12/2015 15:16
534	2339133917.jpg	monuments	6	2339133917	13591811  N03	34,433341	35,844697	2339133917.0	13591811  N03	dustinkeirstead	T	T25	2339133917.0	Steps and stairs, Citadel of Tripoli, Lebanon	Taken in July 2007.	citadel,tripoli,lebanon	13/07/2007 06:56	17/03/2008 04:54
535	2370613222.jpg	monuments	6	2370613222	11688668  N03	34,434526	35,842703	2370613222.0	11688668  N03	Sandy Raymond	T	T42	2370613222.0		Tripoli, Lebanon, February, 1999.		28/03/2008 22:21	29/03/2008 05:21
536	2377779566.jpg	monuments	6	2377779566	96309621  N00	34,436857	35,838254	2377779566.0	96309621  N00	Azlan Hashim	L	L13	2377779566.0	Hello Tripoli!!	"Tripoli, the northern city of Lebanon takes about 1 hour drive by road. It's the 2nd largest city in Lebanon after Beirut. I love Tripoli because of the extreme friendliness of the people here and the atmosphere of this place which is very authentic.  The landmark for the centre of the city is the clock tower  facing the main square where most public transport located.

View in large : farm3.static.flickr.com/2356/2377779566_7632bd8b32_b.jpg

Location : City Centre , Tripoli- Lebanon

"	tripoli,lebanon,city,clock tower,buildings,architecture,5photosaday	27/03/2008 14:54	31/03/2008 16:19
537	26485297882.jpg	monuments	6	26485297882														
538	268452609.jpg	monuments	6	268452609	29269574  N00	34,436534	35,839398	268452609.0	29269574  N00	Kat Petersen	T	T10	268452609.0	Old house	"Tripoli, Lebanon
27 Nov 2005"	lebanon,libanon,tripoli	13/10/2006 12:11	13/10/2006 11:11
539	268452635.jpg	monuments	6	268452635	29269574  N00	34,437684	35,847096	268452635.0	29269574  N00	Kat Petersen	T	T10	268452635.0	Market with mosque	"Tripoli, Lebanon
27 Nov 2005"	lebanon,libanon,tripoli,mosques,moscheen	13/10/2006 12:11	13/10/2006 11:11
540	268452797.jpg	monuments	6	268452797	29269574  N00	34,435923	35,846222	268452797.0	29269574  N00	Kat Petersen	T	T10	268452797.0	Burj es-Sabaa (Lion Tower)	"Tripoli, Lebanon
27 Nov 2005"	lebanon,libanon,tripoli	13/10/2006 12:11	13/10/2006 11:11
541	268452831.jpg	monuments	6	268452831	29269574  N00	34,435937	35,845596	268452831.0	29269574  N00	Kat Petersen	T	T10	268452831.0	Souq	"Tripoli, Lebanon
27 Nov 2005"	lebanon,libanon,tripoli	13/10/2006 12:11	13/10/2006 11:11
542	2712577105.jpg	monuments	6	2712577105	27184997  N03	34,43689	35,838126	2712577105.0	27184997  N03	Catherine_S1	T	T46	2712577105.0	Tripoli, Lebanon			31/10/2006 11:40	29/07/2008 07:38
543	27743441744.jpg	monuments	6	27743441744														
544	2791983293.jpg	monuments	6	2791983293	21233498  N06	34,436012	35,845405	2791983293.0	21233498  N06	Malene Hein	T	T48	2791983293.0		Tripoli, Lebanon, July 2005	Tripoli,Lebanon,suq,souk	18/07/2005 14:44	24/08/2008 14:18
545	2905507673.jpg	monuments	6	2905507673	30988225  N05	34,433143	35,844636	2905507673.0	30988225  N05	theodor_bafitos	T	T51	2905507673.0	St. Gilles Castle-Tripoli-Lebanon		Castle,Ground,Sky,Old,Tripoli,Lebanon,Arch,St.Gilles,Architecture,Perspective	11/06/2006 11:15	02/10/2008 01:30
546	2905510271.jpg	monuments	6	2905510271	30988225  N05	34,434496	35,842612	2905510271.0	30988225  N05	theodor_bafitos	T	T51	2905510271.0	Perfume Khan- Tripoli-Lebanon		Arch,Khan,Tripoli,Old,Tourism,Dark,Blue,Sky,Black,Mosqe,Historical,Perspective,Inside,Mamelouk	19/11/2005 00:48	02/10/2008 01:31
547	292914119.jpg	monuments	6	292914119	90153708  N00	34,434714	35,842425	292914119.0	90153708  N00	Rebel Clown	T	T11	292914119.0	Tripoli, Lebanon			09/11/2006 00:58	09/11/2006 08:58
548	29448955551.jpg	monuments	6	29448955551														
549	294578014.jpg	monuments	6	294578014	34481475  N00	34,432965	35,844545	294578014.0	34481475  N00	Suavemente77	T	T12	294578014.0	TRIPOLI, LEBANON-APR2006		TRIPOLI,5PhotosaDay	18/04/2006 17:43	11/11/2006 17:37
550	2989743862.jpg	monuments	6	2989743862	31131340  N04	34,43351	35,844867	2989743862.0	31131340  N04	Asmaa Freig	L	L16	2989743862.0	Picture 083	"Tripoli's Citadel
Tripoli, Lebanon"		19/10/2008 18:48	31/10/2008 17:13
551	30786655831.jpg	monuments	6	30786655831														
552	31879302980.jpg	monuments	6	31879302980														
553	3190578077.jpg	monuments	6	3190578077	49786373  N00	34,433607	35,84466	3190578077.0	49786373  N00	eesti	T	T55	3190578077.0			2009,citadel,d300,lebanon,nikon,raymond,saint gilles,tokinaaf1650mmf28,travel,tripoli,طرابلس,لبنان,レバノン	01/01/2009 17:26	12/01/2009 13:18
554	3224145884.jpg	monuments	6	3224145884	27971263  N05	34,432317	35,844859	3224145884.0	27971263  N05	Foux.R	L	L19	3224145884.0	Tripoli - Lebanon 8			29/12/2008 14:09	25/01/2009 00:38
555	33114539570.jpg	monuments	6	33114539570														
556	3359706152.jpg	monuments	6	3359706152	30311569  N00	34,434876	35,842981	3359706152.0	30311569  N00	Hani Simo	L	L20	3359706152.0	Krak des Chevaliers	The castle is located east of Tripoli, Lebanon, in the Hims Gap, atop a 650-metre-high hill along the only route from Antioch to Beirut and the Mediterranean Sea. It is one of many fortresses that were part of a defensive network along the border of the old Crusader states. The fortress controlled the road to the Mediterranean, and from this base, the Hospitallers could exert some influence over Lake Homs to the east to control the fishing industry and watch for Muslim armies gathering in Syria.	Marmarita,Homs,Hims,Syria,Krak des ChevaliersMarmarita Homs Hims Syria Krak,des,Chevaliers,castle	16/03/2009 12:40	16/03/2009 10:40
557	3437549792.jpg	monuments	6	3437549792	94059942  N00	34,434589	35,842373	3437549792.0	94059942  N00	Rougette	T	T60	3437549792.0	Mansouri Great Mosque of Tripoli, Lebanon	This Mameluke mosque dating back to 13th century was built on the remains of a 12th century crusader cathedral which had been dedicated to St. Mary	Lebanon,Tripoli	06/04/2009 11:12	13/04/2009 06:41
558	370811933.jpg	monuments	6	370811933	65157133  N00	34,435921	35,846257	370811933.0	65157133  N00	ferhadsolar	T	T17	370811933.0	IMAG0028	Al Burtasi Mosque, Tripolis LEBANON	Trablus,Lübnan,Lebanon,Tripoli	20/01/2006 11:42	27/01/2007 15:36
559	3829593701.jpg	monuments	6	3829593701	41167407  N06	34,435538	35,843605	3829593701.0	41167407  N06		L	L23	3829593701.0	Khan El Saboun, Tripoli, Lebanon			27/06/2009 06:32	17/08/2009 14:31
560	4192560259.jpg	monuments	6	4192560259	41648399  N06	34,433081	35,840174	4192560259.0	41648399  N06		T	T76	4192560259.0	untitled	Trablous - Lebanon	lebanon,tarablous,mosque	08/12/2009 15:39	17/12/2009 18:01
561	4244044894.jpg	monuments	6	4244044894	97719890  N00	34,434909	35,842393	4244044894.0	97719890  N00	Steven Damron	T	T79	4244044894.0	grand mosque tower		lebanon,tripoli,grand,mosque	03/01/2010 05:59	04/01/2010 07:01
562	4248692583.jpg	monuments	6	4248692583	30157598  N05	34,432684	35,844839	4248692583.0	30157598  N05	belmdesigner91	T	T80	4248692583.0	The Crusaders Castle of Tripoli	Castle was built around 1109 A.D. Tripoli, Lebanon	Tripoli,crusaders Castle,Lebanon,Saint Gilles	21/03/2009 13:17	05/01/2010 22:54
563	4257922475.jpg	monuments	6	4257922475	30157598  N05	34,436492	35,839265	4257922475.0	30157598  N05	belmdesigner91	T	T80	4257922475.0	Old Downdown Tripoli Restored!	"Old Historical Buildings in the center of Tripoli were restored to old glory! These buildings- based on my limited knowledge on this specific subject- go back to the age of the ottomans Empire rule in the late 19th century I believe.
Tripoli, Lebanon."	Architecture,Tripoli,Historical Buildings restoration,Lebanon	03/09/2007 16:07	09/01/2010 04:56
564	4258799964.jpg	monuments	6	4258799964	30157598  N05	34,261181	35,501857	4258799964.0	30157598  N05	belmdesigner91	T	T80	4258799964.0	Save The Clock Tower!	"Tripoli's old Clock Tower was finally repaired and glowing in old town Tripoli.

Tripoli, Lebanon 2007"	Clock Tower,Tripoli,Lebanon	03/09/2007 19:19	09/01/2010 06:13
565	4308990127.jpg	monuments	6	4308990127	34666702  N00	34,439701	35,859298	4308990127.0	34666702  N00	mgkaelen	T	T82	4308990127.0	Tripoli, Lebanon	great mosque	lebanon,tripoli	23/01/2010 15:16	27/01/2010 18:16
566	4309751462.jpg	monuments	6	4309751462	34666702  N00	34,439701	35,859298	4309751462.0	34666702  N00	katherine.neumann	T	T83	4309751462.0	Nahr el Bared Camp		Palestinian camp,palestinians,Lebanon,Tripoli,NBC,Nahr el bared	29/04/2009 12:23	31/01/2010 02:44
567	4325844234.jpg	monuments	6	4325844234	37777883  N04	34,450095	35,842638	4325844234.0	37777883  N04	koutalakis	T	T83	4325844234.0	Citadel of Raymond de Saint-Gilles, Tripoli 2			03/11/2009 12:34	02/02/2010 17:49
568	4426740519.jpg	monuments	6	4426740519	38368398  N06	34,435864	35,846248	4426740519.0	38368398  N06	costyquelchecosty	T	T81	4426740519.0	Friday's prayer	Tripoli, Lebanon		07/03/2010 12:23	12/03/2010 16:23
569	4535608179.jpg	monuments	6	4535608179	25578997  N02	34,434495	35,842454	4535608179.0	25578997  N02	rodarpelmon.com	T	T90	4535608179.0	TRIPOLI	www.rodarpelmon.com	Lebanon,Liban,Libano,Beirut	31/03/2010 10:54	19/04/2010 21:55
570	4605190677.jpg	monuments	6	4605190677	26678053  N00	34,45788	35,844268	4605190677.0	26678053  N00	mikemuch1	T	T91	4605190677.0	Mosque, Tripoli, Lebanon		Lebanon,Tripoli,Mosque	26/04/2010 19:05	14/05/2010 04:00
571	4605196913.jpg	monuments	6	4605196913	26678053  N00	34,45788	35,844268	4605196913.0	26678053  N00	mikemuch1	T	T91	4605196913.0	Souk		Lebanon,Tripoli	26/04/2010 19:19	14/05/2010 04:04
572	4605198321.jpg	monuments	6	4605198321	26678053  N00	34,45788	35,844268	4605198321.0	26678053  N00	mikemuch1	T	T91	4605198321.0	Souk		Lebanon,Tripoli	26/04/2010 19:24	14/05/2010 04:05
573	4605220095.jpg	monuments	6	4605220095	26678053  N00	34,45788	35,844268	4605220095.0	26678053  N00	mikemuch1	T	T91	4605220095.0	Castle		Lebanon,Tripoli,Castle	26/04/2010 21:45	14/05/2010 04:17
574	4605830716.jpg	monuments	6	4605830716	26678053  N00	34,45788	35,844268	4605830716.0	26678053  N00	mikemuch1	T	T91	4605830716.0	Hammam al Jadid	Note the stone chain over the entrance	Lebanon,Tripoli	26/04/2010 21:37	14/05/2010 04:14
